family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
B-N10,0.25,8,4441,3967,474,1043,0.8394878848799069
B-N10,0.25,9,4268,3900,368,1110,0.8406984263849968
B-N10,0.25,10,4031,3770,261,1240,0.8339785421966596
B-N10,0.3,1,7548,4239,3309,771,0.6751075011944577
B-N10,0.3,2,6061,4158,1903,852,0.7511516574835155
B-N10,0.3,3,5507,4118,1389,892,0.7831130550537225
B-N10,0.3,4,5172,4087,1085,923,0.8027892359065016
B-N10,0.3,5,4942,4067,875,943,0.8173231511254019
B-N10,0.3,6,4745,4039,706,971,0.8280881599179907
B-N10,0.3,7,4568,3996,572,1014,0.834412194612654
B-N10,0.3,8,4440,3966,474,1044,0.8393650793650794
B-N10,0.3,9,4267,3899,368,1111,0.8405734612482484
B-N10,0.3,10,4030,3769,261,1241,0.8338495575221239
B-N10,0.35,1,7486,4221,3265,789,0.6755761843790014
B-N10,0.35,2,6018,4140,1878,870,0.750816104461371
B-N10,0.35,3,5470,4100,1370,910,0.7824427480916031
B-N10,0.35,4,5140,4069,1071,941,0.8017733990147783
B-N10,0.35,5,4912,4050,862,960,0.8163676678089096
B-N10,0.35,6,4716,4023,693,987,0.8272671190623072
B-N10,0.35,7,4542,3980,562,1030,0.8333333333333334
B-N10,0.35,8,4416,3951,465,1059,0.838319541693189
B-N10,0.35,9,4245,3885,360,1125,0.839546191247974
B-N10,0.35,10,4011,3756,255,1254,0.8327236448287331
B-N10,0.4,1,7466,4214,3252,796,0.6755370310997114
B-N10,0.4,2,6003,4134,1869,876,0.7507491146826478
B-N10,0.4,3,5458,4094,1364,916,0.7821933511654566
B-N10,0.4,4,5129,4063,1066,947,0.8014597100305751
B-N10,0.4,5,4901,4044,857,966,0.8160629603470891
B-N10,0.4,6,4706,4017,689,993,0.8268834911486208
B-N10,0.4,7,4532,3973,559,1037,0.8327394676168517
B-N10,0.4,8,4407,3945,462,1065,0.8378464479133482
B-N10,0.4,9,4237,3879,358,1131,0.8389748026386936
B-N10,0.4,10,4004,3751,253,1259,0.832260927446195
B-N10,0.5,1,7135,4094,3041,916,0.6741869081926718
B-N10,0.5,2,5754,4007,1747,1003,0.7445187662578967
B-N10,0.5,3,5235,3973,1262,1037,0.7755978526110298
B-N10,0.5,4,4924,3938,986,1072,0.7928326957922287
B-N10,0.5,5,4706,3921,785,1089,0.80712227254014
B-N10,0.5,6,4522,3895,627,1115,0.817247167436005
B-N10,0.5,7,4354,3851,503,1159,0.8225117471166168
B-N10,0.5,8,4238,3825,413,1185,0.8272058823529411
B-N10,0.5,9,4076,3756,320,1254,0.826766453885098
B-N10,0.5,10,3855,3634,221,1376,0.8198533558939649
B-N10,0.6,1,7134,4093,3041,917,0.6740777338603426
B-N10,0.6,2,5753,4006,1747,1004,0.7444021183684847
B-N10,0.6,3,5234,3972,1262,1038,0.7754783287778211
B-N10,0.6,4,4923,3937,986,1073,0.7927111648041881
B-N10,0.6,5,4705,3920,785,1090,0.806999485331961
B-N10,0.6,6,4521,3894,627,1116,0.8171230720805791
B-N10,0.6,7,4353,3850,503,1160,0.8223859873972018
B-N10,0.6,8,4237,3824,413,1186,0.8270790526657295
B-N10,0.6,9,4075,3755,320,1255,0.8266373142542652
B-N10,0.6,10,3854,3633,221,1377,0.8197202166064981
B-N10,0.65,1,7132,4091,3041,919,0.6738593312469116
B-N10,0.65,2,5751,4004,1747,1006,0.7441687575504136
B-N10,0.65,3,5232,3970,1262,1040,0.7752392110915837
B-N10,0.65,4,4921,3935,986,1075,0.7924680294028799
B-N10,0.65,5,4703,3918,785,1092,0.8067538350664057
B-N10,0.65,6,4519,3892,627,1118,0.8168748032322384
B-N10,0.65,7,4351,3848,503,1162,0.8221343873517788
B-N10,0.65,8,4235,3822,413,1188,0.8268253109789075
B-N10,0.65,9,4073,3753,320,1257,0.826378949686227
B-N10,0.65,10,3852,3631,221,1379,0.8194538478898669
B-N10,0.7,1,7107,4079,3028,931,0.6732689609639348
B-N10,0.7,2,5733,3994,1739,1016,0.7435539421018338
B-N10,0.7,3,5218,3959,1259,1051,0.7741493938208839
B-N10,0.7,4,4908,3925,983,1085,0.7914902198023797
B-N10,0.7,5,4691,3908,783,1102,0.805690135037625
B-N10,0.7,6,4507,3882,625,1128,0.8158032993590417
B-N10,0.7,7,4340,3838,502,1172,0.8209625668449197
B-N10,0.7,8,4224,3812,412,1198,0.8256443578081005
B-N10,0.7,9,4063,3744,319,1266,0.8253058525294831
B-N10,0.7,10,3842,3622,220,1388,0.8183461364663354
B-N10,0.75,1,7075,4069,3006,941,0.6733967728589161
B-N10,0.75,2,5709,3986,1723,1024,0.7437260938520385
B-N10,0.75,3,5197,3949,1248,1061,0.7737826981483295
B-N10,0.75,4,4889,3914,975,1096,0.7907869481765835
B-N10,0.75,5,4672,3896,776,1114,0.8047923982648213
B-N10,0.75,6,4491,3871,620,1139,0.8148615935164718
B-N10,0.75,7,4325,3828,497,1182,0.8201392608462774
B-N10,0.75,8,4212,3804,408,1206,0.8249837345478204
B-N10,0.75,9,4052,3736,316,1274,0.8245420436989629
B-N10,0.75,10,3831,3613,218,1397,0.8173283565207555
B-N10,0.8,1,6887,3985,2902,1025,0.6699167857443054
B-N10,0.8,2,5557,3897,1660,1113,0.7375792561748841
B-N10,0.8,3,5062,3857,1205,1153,0.7658856235107229
B-N10,0.8,4,4758,3820,938,1190,0.7821457821457822
B-N10,0.8,5,4548,3801,747,1209,0.795354676710609
B-N10,0.8,6,4370,3774,596,1236,0.8046908315565032
B-N10,0.8,7,4211,3735,476,1275,0.8101073636265047
B-N10,0.8,8,4099,3710,389,1300,0.8145789878142498
B-N10,0.8,9,3944,3642,302,1368,0.8134911771275408
B-N10,0.8,10,3735,3528,207,1482,0.806861063464837
B-N10,0.85,1,6882,3985,2897,1025,0.6701984527413387
B-N10,0.85,2,5555,3897,1658,1113,0.7377188831045907
B-N10,0.85,3,5060,3857,1203,1153,0.7660377358490565
B-N10,0.85,4,4756,3820,936,1190,0.7823059594511571
B-N10,0.85,5,4547,3801,746,1209,0.7954378989222559
B-N10,0.85,6,4370,3774,596,1236,0.8046908315565032
B-N10,0.85,7,4211,3735,476,1275,0.8101073636265047
B-N10,0.85,8,4099,3710,389,1300,0.8145789878142498
B-N10,0.85,9,3944,3642,302,1368,0.8134911771275408
B-N10,0.85,10,3735,3528,207,1482,0.806861063464837
B-N10,0.9,1,6270,3715,2555,1295,0.6586879432624114
B-N10,0.9,2,5081,3610,1471,1400,0.7154890496482015
B-N10,0.9,3,4628,3554,1074,1456,0.7374974061008509
B-N10,0.9,4,4356,3514,842,1496,0.750373692077728
B-N10,0.9,5,4161,3493,668,1517,0.7617489913858901
B-N10,0.9,6,4001,3464,537,1546,0.7688380867828211
B-N10,0.9,7,3853,3427,426,1583,0.7733273158072889
B-N10,0.9,8,3748,3399,349,1611,0.7762046129253254
B-N10,0.9,9,3605,3332,273,1678,0.7735345327916426
B-N10,0.9,10,3413,3229,184,1781,0.766710198266651
B-N10,0.95,1,6264,3713,2551,1297,0.6586836970019513
B-N10,0.95,2,5077,3608,1469,1402,0.7153762268266086
B-N10,0.95,3,4624,3552,1072,1458,0.7373884160265726
B-N10,0.95,4,4352,3511,841,1499,0.750053407391583
B-N10,0.95,5,4157,3490,667,1520,0.7614268572051925
B-N10,0.95,6,3997,3460,537,1550,0.7682913289663595
B-N10,0.95,7,3849,3423,426,1587,0.7727734507280731
B-N10,0.95,8,3745,3396,349,1614,0.7757852655625358
B-N10,0.95,9,3602,3329,273,1681,0.7731072921504877
B-N10,0.95,10,3410,3226,184,1784,0.766270783847981
B-N10,0.98,1,4464,2766,1698,2244,0.5839138695376821
B-N10,0.98,2,3584,2626,958,2384,0.6111240400279264
B-N10,0.98,3,3263,2553,710,2457,0.6171884443369999
B-N10,0.98,4,3065,2510,555,2500,0.621671826625387
B-N10,0.98,5,2908,2478,430,2532,0.6259156352614297
B-N10,0.98,6,2792,2447,345,2563,0.6272750576775186
B-N10,0.98,7,2682,2407,275,2603,0.625845033801352
B-N10,0.98,8,2606,2381,225,2629,0.6252626050420168
B-N10,0.98,9,2500,2324,176,2686,0.6189081225033288
B-N10,0.98,10,2354,2236,118,2774,0.6072786529060293
B-N10,1.0,1,4460,2764,1696,2246,0.5837381203801478
B-N10,1.0,2,3582,2625,957,2385,0.6110335195530726
B-N10,1.0,3,3261,2552,709,2458,0.6170958771611655
B-N10,1.0,4,3063,2509,554,2501,0.6215780998389694
B-N10,1.0,5,2906,2477,429,2533,0.6258211217786761
B-N10,1.0,6,2790,2446,344,2564,0.6271794871794872
B-N10,1.0,7,2680,2406,274,2604,0.6257477243172952
B-N10,1.0,8,2604,2380,224,2630,0.625164171263462
B-N10,1.0,9,2499,2323,176,2687,0.6187241976295113
B-N10,1.0,10,2353,2235,118,2775,0.6070895015618634
