family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
A-N10,0.3,4,4543,3890,653,1120,0.8144038521930284
A-N10,0.3,5,4368,3854,514,1156,0.8219236510983152
A-N10,0.3,6,4219,3801,418,1209,0.8237078773431574
A-N10,0.3,7,4084,3751,333,1259,0.8249395205630087
A-N10,0.3,8,3952,3676,276,1334,0.8203525998661012
A-N10,0.3,9,3797,3566,231,1444,0.809810378108323
A-N10,0.3,10,3492,3315,177,1695,0.779816513761468
A-N10,0.35,1,6086,4039,2047,971,0.7280100937274693
A-N10,0.35,2,5159,3964,1195,1046,0.7796243485101781
A-N10,0.35,3,4753,3916,837,1094,0.8022124347024481
A-N10,0.35,4,4517,3872,645,1138,0.8128476960218327
A-N10,0.35,5,4345,3837,508,1173,0.8203099946552647
A-N10,0.35,6,4196,3784,412,1226,0.8220725613730177
A-N10,0.35,7,4062,3735,327,1275,0.8234126984126984
A-N10,0.35,8,3931,3661,270,1349,0.8189240577116654
A-N10,0.35,9,3776,3551,225,1459,0.8083314363760528
A-N10,0.35,10,3476,3303,173,1707,0.7784586377563046
A-N10,0.4,1,6064,4032,2032,978,0.7281921618204804
A-N10,0.4,2,5140,3956,1184,1054,0.7795073891625617
A-N10,0.4,3,4741,3909,832,1101,0.8017639216490617
A-N10,0.4,4,4505,3865,640,1145,0.8124014713610089
A-N10,0.4,5,4333,3830,503,1180,0.8198651396767633
A-N10,0.4,6,4185,3777,408,1233,0.8215334420880913
A-N10,0.4,7,4051,3728,323,1282,0.8228672331972188
A-N10,0.4,8,3921,3654,267,1356,0.8182734296271414
A-N10,0.4,9,3766,3544,222,1466,0.8076572470373747
A-N10,0.4,10,3470,3298,172,1712,0.7778301886792454
A-N10,0.5,1,5821,3923,1898,1087,0.7244021789308467
A-N10,0.5,2,4943,3844,1099,1166,0.7724304229880438
A-N10,0.5,3,4562,3796,766,1214,0.7931466778102799
A-N10,0.5,4,4343,3755,588,1255,0.8029509248369507
A-N10,0.5,5,4182,3721,461,1289,0.8096170583115752
A-N10,0.5,6,4044,3669,375,1341,0.810470510271703
A-N10,0.5,7,3919,3623,296,1387,0.811513047373726
A-N10,0.5,8,3796,3551,245,1459,0.8064955712014534
A-N10,0.5,9,3648,3446,202,1564,0.7960267960267959
A-N10,0.5,10,3363,3207,156,1803,0.7660336796847007
A-N10,0.6,1,5819,3922,1897,1088,0.7243512789731278
A-N10,0.6,2,4942,3843,1099,1167,0.7723070739549839
A-N10,0.6,3,4561,3795,766,1215,0.7930205830111796
A-N10,0.6,4,4342,3754,588,1256,0.8028229255774165
A-N10,0.6,5,4181,3720,461,1290,0.8094875421608094
A-N10,0.6,6,4043,3668,375,1342,0.8103391141058214
A-N10,0.6,7,3918,3622,296,1388,0.8113799283154122
A-N10,0.6,8,3795,3550,245,1460,0.8063600227143668
A-N10,0.6,9,3647,3445,202,1565,0.7958877209194871
A-N10,0.6,10,3362,3206,156,1804,0.7658862876254181
A-N10,0.65,1,5816,3921,1895,1089,0.7243672639940884
A-N10,0.65,2,4940,3842,1098,1168,0.7722613065326633
A-N10,0.65,3,4559,3794,765,1216,0.7929773226042429
A-N10,0.65,4,4340,3753,587,1257,0.8027807486631017
A-N10,0.65,5,4179,3719,460,1291,0.8094460768309935
A-N10,0.65,6,4041,3667,374,1343,0.8102972047287592
A-N10,0.65,7,3916,3621,295,1389,0.8113376652475913
A-N10,0.65,8,3793,3549,244,1461,0.8063160286266045
A-N10,0.65,9,3645,3444,201,1566,0.795840554592721
A-N10,0.65,10,3360,3205,155,1805,0.7658303464755079
A-N10,0.7,1,5799,3913,1886,1097,0.7240262744009621
A-N10,0.7,2,4925,3834,1091,1176,0.7718168092601912
A-N10,0.7,3,4547,3788,759,1222,0.7927173799309407
A-N10,0.7,4,4329,3747,582,1263,0.8024413748795375
A-N10,0.7,5,4168,3713,455,1297,0.8091087382872085
A-N10,0.7,6,4031,3660,371,1350,0.809644950779781
A-N10,0.7,7,3906,3614,292,1396,0.8106774338268282
A-N10,0.7,8,3783,3542,241,1468,0.8056408506766747
A-N10,0.7,9,3636,3437,199,1573,0.7950497339810317
A-N10,0.7,10,3352,3198,154,1812,0.7648887825878977
A-N10,0.75,1,5779,3907,1872,1103,0.7242561868569839
A-N10,0.75,2,4907,3827,1080,1183,0.7718059897146314
A-N10,0.75,3,4533,3781,752,1229,0.7924132872262392
A-N10,0.75,4,4316,3740,576,1270,0.802058760454643
A-N10,0.75,5,4155,3706,449,1304,0.8087288597926896
A-N10,0.75,6,4018,3653,365,1357,0.809260079751883
A-N10,0.75,7,3894,3607,287,1403,0.8101976639712489
A-N10,0.75,8,3771,3535,236,1475,0.8051474775082564
A-N10,0.75,9,3624,3429,195,1581,0.7943015983321751
A-N10,0.75,10,3341,3191,150,1819,0.7642198539097114
A-N10,0.8,1,5626,3828,1798,1182,0.7198194810078977
A-N10,0.8,2,4781,3744,1037,1266,0.7647839852926156
A-N10,0.8,3,4421,3695,726,1315,0.7835860460184497
A-N10,0.8,4,4210,3654,556,1356,0.7926247288503254
A-N10,0.8,5,4052,3620,432,1390,0.798940631207239
A-N10,0.8,6,3919,3568,351,1442,0.7991936387053421
A-N10,0.8,7,3800,3523,277,1487,0.7997729852440408
A-N10,0.8,8,3678,3452,226,1558,0.794659300184162
A-N10,0.8,9,3537,3350,187,1660,0.783900783900784
A-N10,0.8,10,3262,3119,143,1891,0.7541102514506769
A-N10,0.85,1,5622,3827,1795,1183,0.7199021820917983
A-N10,0.85,2,4778,3743,1035,1267,0.764814058030241
A-N10,0.85,3,4418,3694,724,1316,0.7836232498939331
A-N10,0.85,4,4208,3653,555,1357,0.7925797353004991
A-N10,0.85,5,4051,3619,432,1391,0.7988080785785234
A-N10,0.85,6,3918,3567,351,1443,0.7990591397849464
A-N10,0.85,7,3799,3522,277,1488,0.7996367351572257
A-N10,0.85,8,3677,3451,226,1559,0.7945205479452054
A-N10,0.85,9,3536,3349,187,1661,0.7837584835010531
A-N10,0.85,10,3261,3118,143,1892,0.7539596179422077
A-N10,0.9,1,5139,3543,1596,1467,0.698196866686373
A-N10,0.9,2,4376,3448,928,1562,0.734711272107394
A-N10,0.9,3,4052,3400,652,1610,0.7503862282056941
A-N10,0.9,4,3857,3361,496,1649,0.7580918010601105
A-N10,0.9,5,3714,3332,382,1678,0.7638697845025219
A-N10,0.9,6,3594,3281,313,1729,0.7626685262668527
A-N10,0.9,7,3480,3237,243,1773,0.7625441696113074
A-N10,0.9,8,3370,3171,199,1839,0.7568019093078759
A-N10,0.9,9,3240,3075,165,1935,0.7454545454545454
A-N10,0.9,10,2985,2861,124,2149,0.7156973108192621
A-N10,0.95,1,5135,3542,1593,1468,0.6982750123213406
A-N10,0.95,2,4374,3446,928,1564,0.7344416027280477
A-N10,0.95,3,4050,3398,652,1612,0.7501103752759383
A-N10,0.95,4,3855,3359,496,1651,0.7578116187253243
A-N10,0.95,5,3712,3330,382,1680,0.7635863334097683
A-N10,0.95,6,3592,3279,313,1731,0.7623808416647291
A-N10,0.95,7,3478,3235,243,1775,0.7622525918944392
A-N10,0.95,8,3368,3169,199,1841,0.7565051324898544
A-N10,0.95,9,3238,3073,165,1937,0.7451503394762367
A-N10,0.95,10,2983,2859,124,2151,0.7153759539597146
A-N10,0.98,1,3652,2588,1064,2422,0.5975525282844608
A-N10,0.98,2,3092,2472,620,2538,0.6102196988397927
A-N10,0.98,3,2851,2417,434,2593,0.614934486706526
A-N10,0.98,4,2709,2372,337,2638,0.6145873817852053
A-N10,0.98,5,2598,2340,258,2670,0.6151419558359622
A-N10,0.98,6,2515,2297,218,2713,0.6104983388704319
A-N10,0.98,7,2426,2259,167,2751,0.6075847229693384
A-N10,0.98,8,2340,2209,131,2801,0.6010884353741497
A-N10,0.98,9,2249,2142,107,2868,0.5901639344262295
A-N10,0.98,10,2055,1978,77,3032,0.5599433828733191
A-N10,1.0,1,3650,2586,1064,2424,0.5972286374133948
A-N10,1.0,2,3090,2470,620,2540,0.6098765432098765
A-N10,1.0,3,2849,2415,434,2595,0.6145820078890445
A-N10,1.0,4,2707,2370,337,2640,0.614228327070105
A-N10,1.0,5,2596,2338,258,2672,0.614777806994478
A-N10,1.0,6,2513,2295,218,2715,0.6101289379237007
A-N10,1.0,7,2424,2257,167,2753,0.6072101156846921
A-N10,1.0,8,2338,2207,131,2803,0.600707675557975
A-N10,1.0,9,2247,2140,107,2870,0.5897753892793166
A-N10,1.0,10,2053,1976,77,3034,0.5595356080985416
