cell,label,tile_px,overlap_frac,K,prob_t,min_votes,n_detections,precision,recall,f1,mcc
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,6,330,0.9484848484848485,0.7313084112149533,0.8258575197889182,0.7665486870255017
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,7,322,0.9627329192546584,0.7242990654205608,0.8266666666666667,0.7607070092092032
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,8,313,0.9648562300319489,0.705607476635514,0.8151147098515519,0.7463495326171404
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,9,308,0.9675324675324676,0.6962616822429907,0.8097826086956522,0.7392019364605236
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,10,296,0.9695945945945946,0.6705607476635514,0.7928176795580111,0.7249636862389158
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,1,395,0.8075949367088607,0.7453271028037384,0.7752126366950183,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,2,361,0.8725761772853186,0.735981308411215,0.7984790874524716,0.7751546442061329
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,3,347,0.8933717579250721,0.7242990654205608,0.8,0.7751546442061329
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,4,335,0.9164179104477612,0.7172897196261683,0.8047182175622544,0.7751546442061329
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,5,328,0.9329268292682927,0.7149532710280374,0.8095238095238095,0.7715338161153961
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,6,317,0.9495268138801262,0.7032710280373832,0.8080536912751678,0.7679190232807174
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,7,310,0.9612903225806452,0.6962616822429907,0.8075880758807588,0.7571095211277333
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,8,301,0.9634551495016611,0.677570093457944,0.7956104252400549,0.7427732505385383
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,9,296,0.9662162162162162,0.6682242990654206,0.7900552486187845,0.7356354568066844
g384_ov048,384 px / 12.5 %,384,0.125,10,0.85,10,284,0.9683098591549296,0.6425233644859814,0.7724719101123595,0.7214152050974048
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,1,364,0.8131868131868132,0.6915887850467289,0.7474747474747475,0.7484451494489833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,2,333,0.8768768768768769,0.6822429906542056,0.7674113009198423,0.7463495326171404
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,3,319,0.8996865203761756,0.6705607476635514,0.7684069611780456,0.7463495326171404
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,4,311,0.9163987138263665,0.6658878504672897,0.7713125845737483,0.7463495326171404
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,5,304,0.9342105263157895,0.6635514018691588,0.7759562841530054,0.7427732505385383
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,6,294,0.9523809523809523,0.6542056074766355,0.7756232686980609,0.7392019364605236
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,7,288,0.9618055555555556,0.647196261682243,0.7737430167597766,0.7285164657038956
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,8,280,0.9642857142857143,0.6308411214953271,0.7627118644067797,0.7143305988835886
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,9,275,0.9672727272727273,0.6214953271028038,0.7567567567567568,0.7072615658541359
g384_ov048,384 px / 12.5 %,384,0.125,10,0.95,10,263,0.9695817490494296,0.5957943925233645,0.7380607814761216,0.6931658619113891
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,1,278,0.8129496402877698,0.5280373831775701,0.6402266288951841,0.6602772941774924
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,2,253,0.8814229249011858,0.5210280373831776,0.6549192364170339,0.6556286923312763
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,3,240,0.9125,0.5116822429906542,0.6556886227544909,0.6556286923312763
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,4,232,0.9353448275862069,0.5070093457943925,0.6575757575757575,0.6556286923312763
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,5,229,0.9432314410480349,0.5046728971962616,0.6575342465753425,0.6556286923312763
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,6,222,0.954954954954955,0.4953271028037383,0.6523076923076924,0.6487436541857563
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,7,217,0.967741935483871,0.49065420560747663,0.6511627906976745,0.6384242827938558
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,8,209,0.9712918660287081,0.4742990654205608,0.6373626373626373,0.6246741746309921
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,9,205,0.975609756097561,0.4672897196261682,0.631911532385466,0.6109254349480597
g384_ov048,384 px / 12.5 %,384,0.125,10,1.0,10,194,0.979381443298969,0.4439252336448598,0.6109324758842444,0.6006086584568506
g384_ov192,384 px / 50 %,384,0.5,10,0.0,1,3319,0.12262729737872853,0.9509345794392523,0.21724045903389377,0.20539507152611733
g384_ov192,384 px / 50 %,384,0.5,10,0.0,2,2307,0.17598612917208495,0.9485981308411215,0.2968921389396709,0.22888155950314878
g384_ov192,384 px / 50 %,384,0.5,10,0.0,3,1958,0.20735444330949948,0.9485981308411215,0.34031852472757756,0.22888155950314878
g384_ov192,384 px / 50 %,384,0.5,10,0.0,4,1723,0.23447475333720255,0.9439252336448598,0.3756392375639238,0.2496883003466806
g384_ov192,384 px / 50 %,384,0.5,10,0.0,5,1584,0.255050505050505,0.9439252336448598,0.4015904572564612,0.23543899075829425
g384_ov192,384 px / 50 %,384,0.5,10,0.0,6,1450,0.27793103448275863,0.9415887850467289,0.4291799787007455,0.24366222901474538
g384_ov192,384 px / 50 %,384,0.5,10,0.0,7,1341,0.2975391498881432,0.9322429906542056,0.4511023176936122,0.2511294892032528
g384_ov192,384 px / 50 %,384,0.5,10,0.0,8,1239,0.3220338983050847,0.9322429906542056,0.47870425914817033,0.27065609787967954
g384_ov192,384 px / 50 %,384,0.5,10,0.0,9,1105,0.3574660633484163,0.9228971962616822,0.5153294194390086,0.2812814032292558
g384_ov192,384 px / 50 %,384,0.5,10,0.0,10,960,0.41041666666666665,0.9205607476635514,0.5677233429394813,0.2904930424020736
g384_ov192,384 px / 50 %,384,0.5,10,0.05,1,2443,0.1665984445354073,0.9509345794392523,0.2835249042145594,0.2789222706844436
g384_ov192,384 px / 50 %,384,0.5,10,0.05,2,1735,0.2340057636887608,0.9485981308411215,0.3754045307443365,0.2812814032292558
g384_ov192,384 px / 50 %,384,0.5,10,0.05,3,1485,0.2734006734006734,0.9485981308411215,0.42446419236800836,0.28488273073576975
g384_ov192,384 px / 50 %,384,0.5,10,0.05,4,1317,0.3067577828397874,0.9439252336448598,0.46303724928366763,0.29591459279816207
g384_ov192,384 px / 50 %,384,0.5,10,0.05,5,1221,0.3308763308763309,0.9439252336448598,0.4899939357186174,0.2960504082343948
g384_ov192,384 px / 50 %,384,0.5,10,0.05,6,1127,0.35758651286601595,0.9415887850467289,0.5183279742765273,0.2963091860979927
g384_ov192,384 px / 50 %,384,0.5,10,0.05,7,1054,0.37855787476280833,0.9322429906542056,0.5384615384615384,0.3043569097308153
g384_ov192,384 px / 50 %,384,0.5,10,0.05,8,984,0.4054878048780488,0.9322429906542056,0.5651558073654391,0.31204882531213735
g384_ov192,384 px / 50 %,384,0.5,10,0.05,9,892,0.4428251121076233,0.9228971962616822,0.5984848484848485,0.34414458311901397
g384_ov192,384 px / 50 %,384,0.5,10,0.05,10,788,0.5,0.9205607476635514,0.6480263157894737,0.402412935828331
g384_ov192,384 px / 50 %,384,0.5,10,0.1,1,1027,0.3885102239532619,0.9322429906542056,0.5484536082474227,0.4398582403635084
g384_ov192,384 px / 50 %,384,0.5,10,0.1,2,788,0.5050761421319797,0.9299065420560748,0.6546052631578948,0.4708520201663731
g384_ov192,384 px / 50 %,384,0.5,10,0.1,3,712,0.5589887640449438,0.9299065420560748,0.6982456140350877,0.49789604063261705
g384_ov192,384 px / 50 %,384,0.5,10,0.1,4,651,0.6098310291858678,0.927570093457944,0.7358665430954587,0.5116343172405345
g384_ov192,384 px / 50 %,384,0.5,10,0.1,5,622,0.6382636655948553,0.927570093457944,0.7561904761904762,0.5169776082989908
g384_ov192,384 px / 50 %,384,0.5,10,0.1,6,596,0.6644295302013423,0.9252336448598131,0.7734375000000001,0.5273441469415197
g384_ov192,384 px / 50 %,384,0.5,10,0.1,7,572,0.6853146853146853,0.9158878504672897,0.7839999999999999,0.5301875153483954
g384_ov192,384 px / 50 %,384,0.5,10,0.1,8,552,0.7101449275362319,0.9158878504672897,0.8,0.5513742201567364
g384_ov192,384 px / 50 %,384,0.5,10,0.1,9,528,0.7348484848484849,0.9065420560747663,0.8117154811715481,0.5644936306813365
g384_ov192,384 px / 50 %,384,0.5,10,0.1,10,503,0.7693836978131213,0.9042056074766355,0.8313641245972073,0.5861577608142494
g384_ov192,384 px / 50 %,384,0.5,10,0.15,1,613,0.6247960848287113,0.8948598130841121,0.7358309317963497,0.768617243751908
g384_ov192,384 px / 50 %,384,0.5,10,0.15,2,515,0.7417475728155339,0.8925233644859814,0.8101802757158006,0.7732411918502814
g384_ov192,384 px / 50 %,384,0.5,10,0.15,3,480,0.7958333333333333,0.8925233644859814,0.8414096916299559,0.7692167827662263
g384_ov192,384 px / 50 %,384,0.5,10,0.15,4,452,0.8429203539823009,0.8901869158878505,0.865909090909091,0.7822057389441666
g384_ov192,384 px / 50 %,384,0.5,10,0.15,5,441,0.8639455782312925,0.8901869158878505,0.8768699654775605,0.7865739773437452
g384_ov192,384 px / 50 %,384,0.5,10,0.15,6,430,0.8837209302325582,0.8878504672897196,0.8857808857808858,0.7909620025445385
g384_ov192,384 px / 50 %,384,0.5,10,0.15,7,422,0.8909952606635071,0.8785046728971962,0.8847058823529412,0.7870163980837847
g384_ov192,384 px / 50 %,384,0.5,10,0.15,8,418,0.8995215311004785,0.8785046728971962,0.8888888888888888,0.7958820759070672
g384_ov192,384 px / 50 %,384,0.5,10,0.15,9,409,0.9095354523227384,0.8691588785046729,0.8888888888888888,0.7919740185700322
g384_ov192,384 px / 50 %,384,0.5,10,0.15,10,400,0.9275,0.866822429906542,0.8961352657004831,0.7964527580096148
g384_ov192,384 px / 50 %,384,0.5,10,0.2,1,597,0.6331658291457286,0.883177570093458,0.737560975609756,0.7855862371751677
g384_ov192,384 px / 50 %,384,0.5,10,0.2,2,503,0.7495029821073559,0.8808411214953271,0.8098818474758325,0.7949162728916003
g384_ov192,384 px / 50 %,384,0.5,10,0.2,3,469,0.8038379530916845,0.8808411214953271,0.8405797101449276,0.7909620025445385
g384_ov192,384 px / 50 %,384,0.5,10,0.2,4,441,0.8526077097505669,0.8785046728971962,0.8653624856156501,0.8042478476574447
g384_ov192,384 px / 50 %,384,0.5,10,0.2,5,431,0.8723897911832946,0.8785046728971962,0.8754365541327124,0.8087180914625893
g384_ov192,384 px / 50 %,384,0.5,10,0.2,6,421,0.8907363420427553,0.8761682242990654,0.8833922261484098,0.8087180914625893
g384_ov192,384 px / 50 %,384,0.5,10,0.2,7,414,0.8985507246376812,0.8691588785046729,0.8836104513064132,0.8048312194333561
g384_ov192,384 px / 50 %,384,0.5,10,0.2,8,411,0.9051094890510949,0.8691588785046729,0.8867699642431466,0.8093378941042079
g384_ov192,384 px / 50 %,384,0.5,10,0.2,9,402,0.9154228855721394,0.8598130841121495,0.8867469879518074,0.8054746124556477
g384_ov192,384 px / 50 %,384,0.5,10,0.2,10,394,0.934010152284264,0.8598130841121495,0.8953771289537713,0.8100183902390264
g384_ov192,384 px / 50 %,384,0.5,10,0.25,1,541,0.6598890942698706,0.8341121495327103,0.736842105263158,0.8081582946378589
g384_ov192,384 px / 50 %,384,0.5,10,0.25,2,465,0.7677419354838709,0.8341121495327103,0.7995520716685329,0.7970828159413165
g384_ov192,384 px / 50 %,384,0.5,10,0.25,3,435,0.8206896551724138,0.8341121495327103,0.8273464658169177,0.7970828159413165
g384_ov192,384 px / 50 %,384,0.5,10,0.25,4,409,0.8704156479217604,0.8317757009345794,0.8506571087216248,0.8023472849608585
g384_ov192,384 px / 50 %,384,0.5,10,0.25,5,400,0.89,0.8317757009345794,0.8599033816425121,0.8023472849608585
g384_ov192,384 px / 50 %,384,0.5,10,0.25,6,393,0.905852417302799,0.8317757009345794,0.8672350791717418,0.7985238948380223
g384_ov192,384 px / 50 %,384,0.5,10,0.25,7,387,0.9147286821705426,0.8271028037383178,0.8687116564417178,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.25,8,385,0.9194805194805195,0.8271028037383178,0.8708487084870848,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.25,9,377,0.9283819628647215,0.8177570093457944,0.8695652173913045,0.7871005650752975
g384_ov192,384 px / 50 %,384,0.5,10,0.25,10,371,0.9433962264150944,0.8177570093457944,0.8760951188986232,0.7879825904613785
g384_ov192,384 px / 50 %,384,0.5,10,0.3,1,540,0.6611111111111111,0.8341121495327103,0.737603305785124,0.8081582946378589
g384_ov192,384 px / 50 %,384,0.5,10,0.3,2,464,0.7693965517241379,0.8341121495327103,0.8004484304932735,0.7970828159413165
g384_ov192,384 px / 50 %,384,0.5,10,0.3,3,434,0.8225806451612904,0.8341121495327103,0.8283062645011601,0.7970828159413165
g384_ov192,384 px / 50 %,384,0.5,10,0.3,4,408,0.8725490196078431,0.8317757009345794,0.8516746411483254,0.8023472849608585
g384_ov192,384 px / 50 %,384,0.5,10,0.3,5,399,0.8922305764411027,0.8317757009345794,0.8609431680773881,0.8023472849608585
g384_ov192,384 px / 50 %,384,0.5,10,0.3,6,392,0.9081632653061225,0.8317757009345794,0.8682926829268293,0.7985238948380223
g384_ov192,384 px / 50 %,384,0.5,10,0.3,7,386,0.917098445595855,0.8271028037383178,0.8697788697788699,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.3,8,384,0.921875,0.8271028037383178,0.87192118226601,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.3,9,376,0.9308510638297872,0.8177570093457944,0.8706467661691543,0.7871005650752975
g384_ov192,384 px / 50 %,384,0.5,10,0.3,10,370,0.9459459459459459,0.8177570093457944,0.8771929824561404,0.7879825904613785
g384_ov192,384 px / 50 %,384,0.5,10,0.35,1,535,0.6635514018691588,0.8294392523364486,0.7372793354101765,0.8087180914625893
g384_ov192,384 px / 50 %,384,0.5,10,0.35,2,460,0.7717391304347826,0.8294392523364486,0.7995495495495495,0.7977729470131616
g384_ov192,384 px / 50 %,384,0.5,10,0.35,3,430,0.8255813953488372,0.8294392523364486,0.8275058275058276,0.7977729470131616
g384_ov192,384 px / 50 %,384,0.5,10,0.35,4,405,0.8740740740740741,0.8271028037383178,0.8499399759903963,0.7985238948380223
g384_ov192,384 px / 50 %,384,0.5,10,0.35,5,396,0.8939393939393939,0.8271028037383178,0.8592233009708738,0.7985238948380223
g384_ov192,384 px / 50 %,384,0.5,10,0.35,6,389,0.910025706940874,0.8271028037383178,0.8665850673194614,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.35,7,383,0.9190600522193212,0.822429906542056,0.8680641183723797,0.7909006850186948
g384_ov192,384 px / 50 %,384,0.5,10,0.35,8,381,0.9238845144356955,0.822429906542056,0.8702101359703337,0.7909006850186948
g384_ov192,384 px / 50 %,384,0.5,10,0.35,9,373,0.9329758713136729,0.8130841121495327,0.8689138576779026,0.7833079024213783
g384_ov192,384 px / 50 %,384,0.5,10,0.35,10,368,0.9456521739130435,0.8130841121495327,0.8743718592964823,0.7842128366711053
g384_ov192,384 px / 50 %,384,0.5,10,0.4,1,532,0.6635338345864662,0.8247663551401869,0.7354166666666667,0.8048312194333561
g384_ov192,384 px / 50 %,384,0.5,10,0.4,2,458,0.7707423580786026,0.8247663551401869,0.7968397291196389,0.7939342560497606
g384_ov192,384 px / 50 %,384,0.5,10,0.4,3,428,0.8247663551401869,0.8247663551401869,0.8247663551401869,0.7939342560497606
g384_ov192,384 px / 50 %,384,0.5,10,0.4,4,403,0.8734491315136477,0.822429906542056,0.8471720818291216,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.4,5,394,0.8934010152284264,0.822429906542056,0.8564476885644767,0.7947084116493908
g384_ov192,384 px / 50 %,384,0.5,10,0.4,6,387,0.9095607235142119,0.822429906542056,0.8638036809815951,0.7909006850186948
g384_ov192,384 px / 50 %,384,0.5,10,0.4,7,381,0.9186351706036745,0.8177570093457944,0.865265760197775,0.7871005650752975
g384_ov192,384 px / 50 %,384,0.5,10,0.4,8,379,0.9234828496042217,0.8177570093457944,0.8674101610904585,0.7871005650752975
g384_ov192,384 px / 50 %,384,0.5,10,0.4,9,371,0.9326145552560647,0.8084112149532711,0.8660826032540675,0.7795225480990617
g384_ov192,384 px / 50 %,384,0.5,10,0.4,10,366,0.9453551912568307,0.8084112149532711,0.8715365239294711,0.7804502712102493
g384_ov192,384 px / 50 %,384,0.5,10,0.7,1,513,0.672514619883041,0.8060747663551402,0.7332624867162593,0.8115644468608737
g384_ov192,384 px / 50 %,384,0.5,10,0.7,2,443,0.7787810383747178,0.8060747663551402,0.7921928817451205,0.8011498028983806
g384_ov192,384 px / 50 %,384,0.5,10,0.7,3,415,0.8313253012048193,0.8060747663551402,0.8185053380782918,0.8011498028983806
g384_ov192,384 px / 50 %,384,0.5,10,0.7,4,390,0.882051282051282,0.8037383177570093,0.8410757946210269,0.8021524366928652
g384_ov192,384 px / 50 %,384,0.5,10,0.7,5,381,0.9028871391076115,0.8037383177570093,0.8504326328800988,0.8021524366928652
g384_ov192,384 px / 50 %,384,0.5,10,0.7,6,374,0.9197860962566845,0.8037383177570093,0.85785536159601,0.7984307358455344
g384_ov192,384 px / 50 %,384,0.5,10,0.7,7,368,0.9293478260869565,0.7990654205607477,0.8592964824120604,0.7947163295770714
g384_ov192,384 px / 50 %,384,0.5,10,0.7,8,366,0.9344262295081968,0.7990654205607477,0.8614609571788414,0.7947163295770714
g384_ov192,384 px / 50 %,384,0.5,10,0.7,9,359,0.9442896935933147,0.7920560747663551,0.8614993646759848,0.7910090774304381
g384_ov192,384 px / 50 %,384,0.5,10,0.7,10,354,0.9576271186440678,0.7920560747663551,0.8670076726342711,0.7921480800289581
g384_ov192,384 px / 50 %,384,0.5,10,0.75,1,510,0.6764705882352942,0.8060747663551402,0.7356076759061834,0.807772216747559
g384_ov192,384 px / 50 %,384,0.5,10,0.75,2,442,0.7805429864253394,0.8060747663551402,0.7931034482758621,0.8011498028983806
g384_ov192,384 px / 50 %,384,0.5,10,0.75,3,414,0.8333333333333334,0.8060747663551402,0.819477434679335,0.8011498028983806
g384_ov192,384 px / 50 %,384,0.5,10,0.75,4,389,0.884318766066838,0.8037383177570093,0.8421052631578947,0.8021524366928652
g384_ov192,384 px / 50 %,384,0.5,10,0.75,5,380,0.9052631578947369,0.8037383177570093,0.8514851485148515,0.8021524366928652
g384_ov192,384 px / 50 %,384,0.5,10,0.75,6,373,0.9222520107238605,0.8037383177570093,0.8589263420724094,0.7984307358455344
g384_ov192,384 px / 50 %,384,0.5,10,0.75,7,367,0.9318801089918256,0.7990654205607477,0.8603773584905661,0.7947163295770714
g384_ov192,384 px / 50 %,384,0.5,10,0.75,8,365,0.936986301369863,0.7990654205607477,0.862547288776797,0.7947163295770714
g384_ov192,384 px / 50 %,384,0.5,10,0.75,9,359,0.9442896935933147,0.7920560747663551,0.8614993646759848,0.7910090774304381
g384_ov192,384 px / 50 %,384,0.5,10,0.75,10,354,0.9576271186440678,0.7920560747663551,0.8670076726342711,0.7921480800289581
g384_ov192,384 px / 50 %,384,0.5,10,0.85,1,495,0.6808080808080809,0.7873831775700935,0.7302275189599133,0.8086632329949384
g384_ov192,384 px / 50 %,384,0.5,10,0.85,2,428,0.7873831775700935,0.7873831775700935,0.7873831775700935,0.8021524366928652
g384_ov192,384 px / 50 %,384,0.5,10,0.85,3,400,0.8425,0.7873831775700935,0.8140096618357487,0.8021524366928652
g384_ov192,384 px / 50 %,384,0.5,10,0.85,4,378,0.8888888888888888,0.7850467289719626,0.8337468982630273,0.8032203583284508
g384_ov192,384 px / 50 %,384,0.5,10,0.85,5,370,0.9081081081081082,0.7850467289719626,0.8421052631578947,0.8032203583284508
g384_ov192,384 px / 50 %,384,0.5,10,0.85,6,364,0.9230769230769231,0.7850467289719626,0.8484848484848485,0.7995224461393294
g384_ov192,384 px / 50 %,384,0.5,10,0.85,7,358,0.9329608938547486,0.780373831775701,0.8498727735368956,0.795831732710045
g384_ov192,384 px / 50 %,384,0.5,10,0.85,8,356,0.9382022471910112,0.780373831775701,0.8520408163265307,0.795831732710045
g384_ov192,384 px / 50 %,384,0.5,10,0.85,9,350,0.9457142857142857,0.7733644859813084,0.8508997429305911,0.7921480800289581
g384_ov192,384 px / 50 %,384,0.5,10,0.85,10,345,0.9594202898550724,0.7733644859813084,0.8564036222509701,0.7933539998307141
g384_ov192,384 px / 50 %,384,0.5,10,0.95,1,445,0.6853932584269663,0.7126168224299065,0.6987399770904925,0.7884713504430801
g384_ov192,384 px / 50 %,384,0.5,10,0.95,2,385,0.7922077922077922,0.7126168224299065,0.7503075030750308,0.7824149411584299
g384_ov192,384 px / 50 %,384,0.5,10,0.95,3,360,0.8472222222222222,0.7126168224299065,0.7741116751269035,0.7751546442061329
g384_ov192,384 px / 50 %,384,0.5,10,0.95,4,340,0.8941176470588236,0.7102803738317757,0.7916666666666666,0.7679190232807174
g384_ov192,384 px / 50 %,384,0.5,10,0.95,5,333,0.9129129129129129,0.7102803738317757,0.7989487516425755,0.7679190232807174
g384_ov192,384 px / 50 %,384,0.5,10,0.95,6,328,0.926829268292683,0.7102803738317757,0.8042328042328043,0.7643101321324025
g384_ov192,384 px / 50 %,384,0.5,10,0.95,7,323,0.934984520123839,0.705607476635514,0.804260985352863,0.7607070092092032
g384_ov192,384 px / 50 %,384,0.5,10,0.95,8,322,0.937888198757764,0.705607476635514,0.8053333333333335,0.7607070092092032
g384_ov192,384 px / 50 %,384,0.5,10,0.95,9,319,0.9467084639498433,0.705607476635514,0.8085676037483267,0.7607070092092032
g384_ov192,384 px / 50 %,384,0.5,10,0.95,10,314,0.9617834394904459,0.705607476635514,0.8140161725067386,0.7621942195662902
g384_ov192,384 px / 50 %,384,0.5,10,1.0,1,341,0.6950146627565983,0.5537383177570093,0.6163849154746424,0.7072615658541359
g384_ov192,384 px / 50 %,384,0.5,10,1.0,2,297,0.797979797979798,0.5537383177570093,0.6537931034482759,0.7037325497223769
g384_ov192,384 px / 50 %,384,0.5,10,1.0,3,279,0.8494623655913979,0.5537383177570093,0.6704384724186704,0.6966848351405646
g384_ov192,384 px / 50 %,384,0.5,10,1.0,4,264,0.8939393939393939,0.5514018691588785,0.6820809248554912,0.6985878622484099
g384_ov192,384 px / 50 %,384,0.5,10,1.0,5,257,0.9182879377431906,0.5514018691588785,0.689051094890511,0.6985878622484099
g384_ov192,384 px / 50 %,384,0.5,10,1.0,6,253,0.932806324110672,0.5514018691588785,0.6930983847283406,0.6950918017480874
g384_ov192,384 px / 50 %,384,0.5,10,1.0,7,250,0.936,0.5467289719626168,0.6902654867256638,0.6915988105432681
g384_ov192,384 px / 50 %,384,0.5,10,1.0,8,249,0.9397590361445783,0.5467289719626168,0.6912850812407682,0.6915988105432681
g384_ov192,384 px / 50 %,384,0.5,10,1.0,9,246,0.9512195121951219,0.5467289719626168,0.6943620178041542,0.6881087524033175
g384_ov192,384 px / 50 %,384,0.5,10,1.0,10,241,0.970954356846473,0.5467289719626168,0.6995515695067265,0.6901621268948568
