cell,label,tile_px,overlap_frac,K,prob_t,min_votes,n_detections,precision,recall,f1,mcc
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,4,348,0.8764367816091954,0.7126168224299065,0.786082474226804,0.7701867524338109
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,5,339,0.8938053097345132,0.7079439252336449,0.7900912646675359,0.7715338161153961
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,6,320,0.91875,0.6869158878504673,0.786096256684492,0.7643101321324025
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,7,308,0.9318181818181818,0.6705607476635514,0.7798913043478262,0.7621942195662902
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,8,298,0.9362416107382551,0.6518691588785047,0.768595041322314,0.7621942195662902
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,9,267,0.947565543071161,0.5911214953271028,0.7280575539568345,0.7337468619783578
g512_ov064,512 px / 12.5 %,512,0.125,10,0.65,10,239,0.9497907949790795,0.530373831775701,0.6806596701649176,0.7090958128829078
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,1,474,0.6856540084388185,0.7593457943925234,0.720620842572062,0.7713863427605093
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,2,392,0.8112244897959183,0.7429906542056075,0.7756097560975609,0.7689079789889651
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,3,358,0.8547486033519553,0.7149532710280374,0.7786259541984734,0.7652469005923367
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,4,347,0.8760806916426513,0.7102803738317757,0.7845161290322581,0.7701867524338109
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,5,338,0.893491124260355,0.705607476635514,0.7885117493472584,0.7715338161153961
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,6,319,0.9184952978056427,0.6845794392523364,0.784471218206158,0.7643101321324025
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,7,307,0.9315960912052117,0.6682242990654206,0.7782312925170068,0.7621942195662902
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,8,297,0.936026936026936,0.6495327102803738,0.766896551724138,0.7621942195662902
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,9,266,0.9473684210526315,0.5887850467289719,0.7262247838616714,0.7337468619783578
g512_ov064,512 px / 12.5 %,512,0.125,10,0.7,10,238,0.9495798319327731,0.5280373831775701,0.6786786786786786,0.7090958128829078
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,1,472,0.6885593220338984,0.7593457943925234,0.7222222222222222,0.7725752371093657
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,2,391,0.8132992327365729,0.7429906542056075,0.7765567765567766,0.7652469005923367
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,3,357,0.8571428571428571,0.7149532710280374,0.7796178343949045,0.7615918636062383
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,4,346,0.8786127167630058,0.7102803738317757,0.7855297157622738,0.7665486870255017
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,5,337,0.8961424332344213,0.705607476635514,0.7895424836601308,0.7679190232807174
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,6,318,0.9213836477987422,0.6845794392523364,0.7855227882037533,0.7607070092092032
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,7,306,0.934640522875817,0.6682242990654206,0.779291553133515,0.7586201302205099
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,8,296,0.9391891891891891,0.6495327102803738,0.7679558011049724,0.7586201302205099
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,9,265,0.9509433962264151,0.5887850467289719,0.7272727272727272,0.7302127311993813
g512_ov064,512 px / 12.5 %,512,0.125,10,0.75,10,237,0.9535864978902954,0.5280373831775701,0.6796992481203008,0.705589733035986
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,1,463,0.6846652267818575,0.7406542056074766,0.7115600448933783,0.7615918636062383
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,2,382,0.8115183246073299,0.7242990654205608,0.7654320987654321,0.75429936121788
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,3,349,0.8567335243553008,0.6985981308411215,0.7696267696267697,0.7506616196980723
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,4,338,0.878698224852071,0.6939252336448598,0.7754569190600523,0.7556697497106081
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,5,329,0.8936170212765957,0.6869158878504673,0.7767503302509907,0.7571095211277333
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,6,311,0.9196141479099679,0.6682242990654206,0.7740189445196212,0.7499309161601734
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,7,299,0.9331103678929766,0.6518691588785047,0.767537826685007,0.7479300572765322
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,8,290,0.9379310344827586,0.6355140186915887,0.7576601671309191,0.7479300572765322
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,9,260,0.95,0.5771028037383178,0.7180232558139534,0.7231575507918454
g512_ov064,512 px / 12.5 %,512,0.125,10,0.8,10,232,0.9525862068965517,0.5163551401869159,0.6696969696969697,0.6985878622484099
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,1,462,0.683982683982684,0.7383177570093458,0.7101123595505617,0.7579427298448705
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,2,381,0.8110236220472441,0.7219626168224299,0.7639060568603214,0.7506616196980723
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,3,348,0.8563218390804598,0.6962616822429907,0.7680412371134021,0.7470293672888138
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,4,337,0.8783382789317508,0.6915887850467289,0.7738562091503267,0.7520547376001488
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,5,328,0.8932926829268293,0.6845794392523364,0.7751322751322752,0.7535175345515921
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,6,310,0.9193548387096774,0.6658878504672897,0.7723577235772356,0.7463495326171404
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,7,298,0.9328859060402684,0.6495327102803738,0.765840220385675,0.7443769951875949
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,8,289,0.9377162629757786,0.633177570093458,0.7559274755927476,0.7443769951875949
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,9,259,0.9498069498069498,0.5747663551401869,0.7161572052401748,0.7196362372223274
g512_ov064,512 px / 12.5 %,512,0.125,10,0.85,10,231,0.9523809523809523,0.514018691588785,0.6676783004552351,0.6950918017480874
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,1,423,0.6808510638297872,0.6728971962616822,0.6768507638072856,0.7181523800448635
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,2,345,0.8173913043478261,0.6588785046728972,0.7296248382923675,0.7073973347600317
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,3,314,0.8630573248407644,0.633177570093458,0.7304582210242588,0.7038201528934515
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,4,304,0.8848684210526315,0.6285046728971962,0.7349726775956283,0.7090587705193965
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,5,297,0.898989898989899,0.6238317757009346,0.736551724137931,0.7107942035275229
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,6,282,0.9184397163120568,0.6051401869158879,0.7295774647887324,0.7037325497223769
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,7,270,0.9333333333333333,0.5887850467289719,0.7220630372492836,0.7020871276623561
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,8,263,0.935361216730038,0.5747663551401869,0.7120115774240232,0.7020871276623561
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,9,237,0.9493670886075949,0.5257009345794392,0.6766917293233082,0.6776548040039657
g512_ov064,512 px / 12.5 %,512,0.125,10,0.95,10,211,0.95260663507109,0.4696261682242991,0.6291079812206574,0.6533389951720755
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,1,334,0.6796407185628742,0.530373831775701,0.5958005249343832,0.6602772941774924
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,2,267,0.8239700374531835,0.514018691588785,0.6330935251798561,0.6498719909609548
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,3,244,0.8688524590163934,0.4953271028037383,0.6309523809523809,0.6429415375348124
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,4,235,0.8936170212765957,0.49065420560747663,0.6334841628959276,0.6394777903388353
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,5,229,0.9126637554585153,0.4883177570093458,0.6362252663622527,0.6384242827938558
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,6,218,0.926605504587156,0.4719626168224299,0.6253869969040248,0.637515954935862
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,7,211,0.943127962085308,0.4649532710280374,0.622848200312989,0.6341034379681056
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,8,205,0.9463414634146341,0.4532710280373832,0.6129541864139021,0.6306914110351227
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,9,185,0.9567567567567568,0.4135514018691589,0.5774877650897227,0.6170451988914772
g512_ov064,512 px / 12.5 %,512,0.125,10,0.98,10,161,0.9627329192546584,0.3621495327102804,0.5263157894736842,0.5965644866851406
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,1,333,0.6786786786786787,0.5280373831775701,0.5939553219448095,0.6602772941774924
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,2,266,0.8233082706766918,0.5116822429906542,0.6311239193083574,0.6498719909609548
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,3,243,0.8683127572016461,0.4929906542056075,0.6289120715350225,0.6429415375348124
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,4,234,0.8931623931623932,0.4883177570093458,0.6314199395770392,0.6394777903388353
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,5,228,0.9122807017543859,0.48598130841121495,0.6341463414634145,0.6384242827938558
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,6,217,0.9262672811059908,0.4696261682242991,0.6232558139534884,0.637515954935862
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,7,210,0.9428571428571428,0.46261682242990654,0.6206896551724138,0.6341034379681056
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,8,204,0.946078431372549,0.45093457943925236,0.6107594936708861,0.6306914110351227
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,9,184,0.9565217391304348,0.411214953271028,0.5751633986928104,0.6170451988914772
g512_ov064,512 px / 12.5 %,512,0.125,10,1.0,10,161,0.9627329192546584,0.3621495327102804,0.5263157894736842,0.5965644866851406
g512_ov256,512 px / 50 %,512,0.5,10,0.0,1,2585,0.15589941972920696,0.9415887850467289,0.26750746764022565,0.2736588194391936
g512_ov256,512 px / 50 %,512,0.5,10,0.0,2,1679,0.23823704586063132,0.9345794392523364,0.37968675842429994,0.29591459279816207
g512_ov256,512 px / 50 %,512,0.5,10,0.0,3,1358,0.2923416789396171,0.927570093457944,0.4445688689809631,0.2894065471140041
g512_ov256,512 px / 50 %,512,0.5,10,0.0,4,1181,0.3327688399661304,0.9182242990654206,0.48850217526413925,0.2971600685409637
g512_ov256,512 px / 50 %,512,0.5,10,0.0,5,1045,0.3722488038277512,0.9088785046728972,0.528173794976239,0.3360632884703024
g512_ov256,512 px / 50 %,512,0.5,10,0.0,6,954,0.4056603773584906,0.9042056074766355,0.5600578871201157,0.35722780529207326
g512_ov256,512 px / 50 %,512,0.5,10,0.0,7,869,0.44188722669735325,0.897196261682243,0.5921356977640708,0.37754352223034937
g512_ov256,512 px / 50 %,512,0.5,10,0.0,8,798,0.47368421052631576,0.883177570093458,0.6166394779771615,0.3965860145198232
g512_ov256,512 px / 50 %,512,0.5,10,0.0,9,713,0.5189340813464236,0.8644859813084113,0.6485539000876425,0.41978107079778626
g512_ov256,512 px / 50 %,512,0.5,10,0.0,10,630,0.5714285714285714,0.8411214953271028,0.6805293005671077,0.4545211295741387
g512_ov256,512 px / 50 %,512,0.5,10,0.05,1,1984,0.20211693548387097,0.9369158878504673,0.33250414593698174,0.36267682724449757
g512_ov256,512 px / 50 %,512,0.5,10,0.05,2,1332,0.2987987987987988,0.9299065420560748,0.45227272727272727,0.3809036005885294
g512_ov256,512 px / 50 %,512,0.5,10,0.05,3,1102,0.3584392014519056,0.9228971962616822,0.5163398692810457,0.3923856714666876
g512_ov256,512 px / 50 %,512,0.5,10,0.05,4,959,0.40771637122002086,0.9135514018691588,0.5638067772170151,0.40661952722934047
g512_ov256,512 px / 50 %,512,0.5,10,0.05,5,856,0.45210280373831774,0.9042056074766355,0.6028037383177569,0.43755865951716727
g512_ov256,512 px / 50 %,512,0.5,10,0.05,6,788,0.4885786802030457,0.8995327102803738,0.6332236842105263,0.46195530137805507
g512_ov256,512 px / 50 %,512,0.5,10,0.05,7,722,0.5290858725761773,0.8925233644859814,0.6643478260869565,0.4918714382523706
g512_ov256,512 px / 50 %,512,0.5,10,0.05,8,669,0.5635276532137519,0.8808411214953271,0.6873290793072014,0.5048078050472073
g512_ov256,512 px / 50 %,512,0.5,10,0.05,9,607,0.6095551894563427,0.8644859813084113,0.7149758454106281,0.5216706346671707
g512_ov256,512 px / 50 %,512,0.5,10,0.05,10,547,0.6581352833638026,0.8411214953271028,0.7384615384615385,0.5510071759037165
g512_ov256,512 px / 50 %,512,0.5,10,0.1,1,1095,0.3634703196347032,0.9299065420560748,0.5226526592252134,0.5098139568301852
g512_ov256,512 px / 50 %,512,0.5,10,0.1,2,813,0.4858548585485855,0.9228971962616822,0.6365834004834812,0.548193310313048
g512_ov256,512 px / 50 %,512,0.5,10,0.1,3,697,0.5624103299856528,0.9158878504672897,0.6968888888888888,0.571521987764358
g512_ov256,512 px / 50 %,512,0.5,10,0.1,4,618,0.627831715210356,0.9065420560747663,0.7418738049713193,0.5990565548667561
g512_ov256,512 px / 50 %,512,0.5,10,0.1,5,565,0.679646017699115,0.897196261682243,0.7734138972809667,0.6172567232617996
g512_ov256,512 px / 50 %,512,0.5,10,0.1,6,539,0.7087198515769945,0.8925233644859814,0.7900723888314375,0.6237272042568865
g512_ov256,512 px / 50 %,512,0.5,10,0.1,7,514,0.7373540856031129,0.8855140186915887,0.8046709129511677,0.625860806763727
g512_ov256,512 px / 50 %,512,0.5,10,0.1,8,488,0.7663934426229508,0.8738317757009346,0.8165938864628821,0.6447313042918826
g512_ov256,512 px / 50 %,512,0.5,10,0.1,9,455,0.8065934065934066,0.8574766355140186,0.8312570781426953,0.662911098229629
g512_ov256,512 px / 50 %,512,0.5,10,0.1,10,424,0.8419811320754716,0.8341121495327103,0.8380281690140844,0.6778117048346056
g512_ov256,512 px / 50 %,512,0.5,10,0.15,1,723,0.5311203319502075,0.897196261682243,0.6672458731537793,0.7858593956413941
g512_ov256,512 px / 50 %,512,0.5,10,0.15,2,574,0.662020905923345,0.8878504672897196,0.7584830339321358,0.7953701171802908
g512_ov256,512 px / 50 %,512,0.5,10,0.15,3,508,0.7421259842519685,0.8808411214953271,0.8055555555555556,0.7958820759070672
g512_ov256,512 px / 50 %,512,0.5,10,0.15,4,469,0.7995735607675906,0.8761682242990654,0.8361204013377925,0.7958820759070672
g512_ov256,512 px / 50 %,512,0.5,10,0.15,5,439,0.8496583143507973,0.8714953271028038,0.8604382929642446,0.8100183902390264
g512_ov256,512 px / 50 %,512,0.5,10,0.15,6,424,0.875,0.866822429906542,0.8708920187793427,0.8061787329325777
g512_ov256,512 px / 50 %,512,0.5,10,0.15,7,410,0.8975609756097561,0.8598130841121495,0.8782816229116945,0.8031364292551322
g512_ov256,512 px / 50 %,512,0.5,10,0.15,8,398,0.914572864321608,0.8504672897196262,0.8813559322033898,0.803987935394555
g512_ov256,512 px / 50 %,512,0.5,10,0.15,9,382,0.9345549738219895,0.8341121495327103,0.8814814814814814,0.8011498028983806
g512_ov256,512 px / 50 %,512,0.5,10,0.15,10,368,0.9456521739130435,0.8130841121495327,0.8743718592964823,0.7974044723914159
g512_ov256,512 px / 50 %,512,0.5,10,0.2,1,695,0.5482014388489208,0.8901869158878505,0.6785396260017809,0.8120775553733034
