cell,config,k,role,R_m,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,precision,recall,sensitivity,specificity
TM-k4,text-min,4,config,20,0.6201370340262455,0.6048636358418235,0.6356972149167982,0.6263694478766207,0.6116887816765956,0.6411462124305556,0.6908150064683053,0.5625790139064475,0.614019520851819,0.95484496124031
TM-k4,text-min,4,config,25,0.6923702241319243,0.6784377859658415,0.706243780914412,0.6263694478766207,0.6116887816765956,0.6411462124305556,0.771280724450194,0.6281078803202697,0.614019520851819,0.95484496124031
TM-k4,text-min,4,config,30,0.7297642550226454,0.7167835430036573,0.7425666453402254,0.6263694478766207,0.6116887816765956,0.6411462124305556,0.8129366106080207,0.662031184155078,0.614019520851819,0.95484496124031
TM-k4,text-min,4,config,35,0.7488096620601556,0.7363259711651375,0.7610320544493648,0.6263694478766207,0.6116887816765956,0.6411462124305556,0.8341526520051746,0.6793088916982722,0.614019520851819,0.95484496124031
TM-k4,text-min,4,config,40,0.7562420160260133,0.7439095805441887,0.7682184503626891,0.6263694478766207,0.6116887816765956,0.6411462124305556,0.8424320827943079,0.6860514117151285,0.614019520851819,0.95484496124031
TM-k4,text-min,4,config,45,0.759958193008942,0.7477256483582803,0.7717700964163847,0.6263694478766207,0.6116887816765956,0.6411462124305556,0.8465717981888745,0.6894226717235566,0.614019520851819,0.95484496124031
TM-k4,text-min,4,config,50,0.7830711278528694,0.7718615640911873,0.7940486023018849,0.6411358134707998,0.62764360008396,0.654883612123643,0.9143596377749029,0.68475101724472,0.6101021566401816,0.968307753637632
TM-k4,text-min,4,config,75,0.7717544812601846,0.7603287655198969,0.7827338532761234,0.6398274051065244,0.6263465552720255,0.6535701620924453,0.9190168175937904,0.6651685393258427,0.608020333239198,0.9688
TM-k4,text-min,4,config,100,0.76592082616179,0.7544731519150558,0.776971353415839,0.6381197297540213,0.6246272869650648,0.6518863795568033,0.9210866752910737,0.6554962253728596,0.6063080822303576,0.9687374749498998
TM-k4,text-min,4,config,125,0.7635974304068524,0.7520240514551729,0.7746837894599211,0.6372678038027703,0.6236987655872851,0.6509241072721147,0.9226390685640362,0.6513242009132421,0.6054555680539933,0.9687061183550651
TM-k4,text-min,4,config,150,0.7623213142735226,0.7508011508440432,0.7734749975210276,0.6372678038027703,0.6236987655872851,0.6509241072721147,0.9244501940491591,0.6485750589943728,0.6054555680539933,0.9687061183550651
TM-k3,text-min,3,threshold (new),5,0.09750692520775624,0.08833875566001705,0.10653258043476978,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.10282776349614396,0.09270965023177413,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),10,0.3022714681440444,0.2879534149190335,0.3169548819982799,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.31876606683804626,0.28739991571849977,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),15,0.4966204986149585,0.4811432262807177,0.5123196338018156,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.5237204954428605,0.4721871049304678,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),20,0.6335734072022161,0.6190103787639231,0.6484422018389643,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.6681467632624445,0.6024020227560051,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),25,0.7106925207756233,0.6974145248202166,0.723899062502808,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.7494741762093947,0.6757269279393173,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),30,0.7505817174515236,0.7382375250647941,0.7624909987747512,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.7915400794578172,0.713653603034134,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),35,0.7709695290858725,0.7592362373847622,0.7823557746566041,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.813040430007011,0.7330383480825958,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),40,0.7793905817174516,0.7680917471124487,0.7906061623572411,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.8219210095816779,0.7410450906026127,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),45,0.78404432132964,0.7728427029109046,0.7950766552782811,0.6398474151700064,0.6251133945630072,0.6545938685509469,0.826828698293994,0.7454698693636747,0.64773735581189,0.9455426356589147
TM-k3,text-min,3,threshold (new),50,0.8127118644067797,0.8024859831414385,0.8227383992973025,0.6579582748365398,0.6443213174781679,0.6720739189373354,0.8964711381163823,0.7432668087579927,0.6452894438138479,0.9607335060793303
TM-k3,text-min,3,threshold (new),75,0.8034099178708806,0.7930961439934842,0.8134230884375282,0.656486465989809,0.6427661047935295,0.670541855734003,0.903014723066137,0.7235955056179775,0.6430386896356961,0.9612
TM-k3,text-min,3,threshold (new),100,0.799382080329557,0.7889419137388649,0.8094533933329942,0.6547022812264065,0.6410041882710866,0.6687287431010125,0.9069876139284879,0.7146013625483336,0.6412278231484089,0.961122244488978
TM-k3,text-min,3,threshold (new),125,0.7978265327045315,0.7874615918576963,0.8078328218987472,0.6538121600675694,0.6401889978177433,0.6678393866477543,0.9093246085534004,0.7106849315068493,0.640326209223847,0.9610832497492477
TM-k3,text-min,3,threshold (new),150,0.7977114834491214,0.7874256319489584,0.807645025700911,0.6538121600675694,0.6401889978177433,0.6678393866477543,0.9123627015657864,0.7086585587220912,0.640326209223847,0.9610832497492477
IM-k3,image,3,config (carried),5,0.05580309781455548,0.04915013651229654,0.0627000876777507,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.0561965811965812,0.05541508638853772,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),10,0.19605346912794397,0.18426558794181647,0.20783374984657338,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.19743589743589743,0.19469026548672566,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),15,0.35900700190961166,0.3446559560094402,0.3729347056000146,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.36153846153846153,0.35651074589127685,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),20,0.5081688945469975,0.49377928729570864,0.522333469781244,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.5117521367521367,0.5046354825115887,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),25,0.6210481646509654,0.6072200374422894,0.6344615484149234,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.6254273504273504,0.6167298777918246,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),30,0.6887332908975176,0.6757328457301501,0.7009499132590944,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.6935897435897436,0.683944374209861,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),35,0.727774241459792,0.7156650137851905,0.7393078278339179,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.7329059829059829,0.7227138643067846,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),40,0.751962656482071,0.7403157192721506,0.763028895950057,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.7572649572649572,0.7467340918668353,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),45,0.7661786547846382,0.755182171041345,0.776915949001736,0.6927303266774046,0.6787466897369926,0.7065058328880576,0.7715811965811966,0.7608512431521282,0.7083703046435965,0.9478682170542636
IM-k3,image,3,config (carried),50,0.7986993191748807,0.7886912658058793,0.8081214240254676,0.7104103204864493,0.697038639304769,0.7233493207345145,0.8397435897435898,0.7614803332687463,0.7045970488081725,0.9639226629459836
IM-k3,image,3,config (carried),75,0.8157684630738523,0.806220059700633,0.8248190390646004,0.7118035855955397,0.698649178516793,0.7246616534037769,0.8732905982905983,0.7653558052434457,0.7037560011296244,0.9656
IM-k3,image,3,config (carried),100,0.8179210760557809,0.8084236721728547,0.8270051424378954,0.7129897956280083,0.6999062700783659,0.7256534126789425,0.8835470085470085,0.761369913459768,0.7034638130104196,0.9667334669338677
IM-k3,image,3,config (carried),125,0.8183161004431314,0.8088818160166532,0.8273549977122818,0.7125587218896808,0.6993355586042266,0.7251632329425434,0.8878205128205128,0.7589041095890411,0.702755905511811,0.966900702106319
IM-k3,image,3,config (carried),150,0.818137206791638,0.8086338558260284,0.827177983768543,0.7125587218896808,0.6993355586042266,0.7251632329425434,0.8905982905982905,0.7565801415864948,0.702755905511811,0.966900702106319
