track,variant,threshold,n_kept,tp,fp,fn,precision,recall,f1
track2-text,standard,0.86,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.87,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.88,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.89,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.90,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.91,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.92,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.93,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.94,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.95,93,73,20,24,0.784946,0.752577,0.768421
track2-text,standard,0.96,37,29,8,68,0.783784,0.298969,0.432836
track2-text,standard,0.97,37,29,8,68,0.783784,0.298969,0.432836
track2-text,standard,0.98,37,29,8,68,0.783784,0.298969,0.432836
track2-text,standard,0.99,35,28,7,69,0.800000,0.288660,0.424242
track2-text,standard,1.00,35,28,7,69,0.800000,0.288660,0.424242
track2-text,adversarial,0.00,140,78,62,19,0.557143,0.804124,0.658228
track2-text,adversarial,0.01,120,78,42,19,0.650000,0.804124,0.718894
track2-text,adversarial,0.02,120,78,42,19,0.650000,0.804124,0.718894
track2-text,adversarial,0.03,120,78,42,19,0.650000,0.804124,0.718894
track2-text,adversarial,0.04,120,78,42,19,0.650000,0.804124,0.718894
track2-text,adversarial,0.05,120,78,42,19,0.650000,0.804124,0.718894
track2-text,adversarial,0.06,105,78,27,19,0.742857,0.804124,0.772277
track2-text,adversarial,0.07,105,78,27,19,0.742857,0.804124,0.772277
track2-text,adversarial,0.08,105,78,27,19,0.742857,0.804124,0.772277
track2-text,adversarial,0.09,105,78,27,19,0.742857,0.804124,0.772277
track2-text,adversarial,0.10,105,78,27,19,0.742857,0.804124,0.772277
track2-text,adversarial,0.11,95,76,19,21,0.800000,0.783505,0.791667
track2-text,adversarial,0.12,95,76,19,21,0.800000,0.783505,0.791667
track2-text,adversarial,0.13,95,76,19,21,0.800000,0.783505,0.791667
track2-text,adversarial,0.14,95,76,19,21,0.800000,0.783505,0.791667
track2-text,adversarial,0.15,95,76,19,21,0.800000,0.783505,0.791667
track2-text,adversarial,0.16,94,76,18,21,0.808511,0.783505,0.795812
track2-text,adversarial,0.17,94,76,18,21,0.808511,0.783505,0.795812
track2-text,adversarial,0.18,94,76,18,21,0.808511,0.783505,0.795812
track2-text,adversarial,0.19,94,76,18,21,0.808511,0.783505,0.795812
track2-text,adversarial,0.20,94,76,18,21,0.808511,0.783505,0.795812
track2-text,adversarial,0.21,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.22,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.23,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.24,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.25,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.26,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.27,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.28,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.29,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.30,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.31,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.32,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.33,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.34,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.35,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.36,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.37,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.38,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.39,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.40,87,72,15,25,0.827586,0.742268,0.782609
track2-text,adversarial,0.41,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.42,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.43,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.44,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.45,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.46,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.47,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.48,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.49,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.50,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.51,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.52,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.53,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.54,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.55,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.56,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.57,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.58,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.59,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.60,86,72,14,25,0.837209,0.742268,0.786885
track2-text,adversarial,0.61,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.62,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.63,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.64,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.65,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.66,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.67,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.68,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.69,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.70,85,71,14,26,0.835294,0.731959,0.780220
track2-text,adversarial,0.71,83,70,13,27,0.843373,0.721649,0.777778
track2-text,adversarial,0.72,83,70,13,27,0.843373,0.721649,0.777778
track2-text,adversarial,0.73,83,70,13,27,0.843373,0.721649,0.777778
track2-text,adversarial,0.74,83,70,13,27,0.843373,0.721649,0.777778
track2-text,adversarial,0.75,83,70,13,27,0.843373,0.721649,0.777778
track2-text,adversarial,0.76,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.77,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.78,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.79,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.80,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.81,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.82,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.83,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.84,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.85,81,68,13,29,0.839506,0.701031,0.764045
track2-text,adversarial,0.86,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.87,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.88,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.89,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.90,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.91,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.92,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.93,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.94,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.95,76,64,12,33,0.842105,0.659794,0.739884
track2-text,adversarial,0.96,65,57,8,40,0.876923,0.587629,0.703704
track2-text,adversarial,0.97,65,57,8,40,0.876923,0.587629,0.703704
track2-text,adversarial,0.98,65,57,8,40,0.876923,0.587629,0.703704
track2-text,adversarial,0.99,65,57,8,40,0.876923,0.587629,0.703704
track2-text,adversarial,1.00,65,57,8,40,0.876923,0.587629,0.703704
track2-text,checklist,0.00,140,78,62,19,0.557143,0.804124,0.658228
track2-text,checklist,0.01,139,78,61,19,0.561151,0.804124,0.661017
track2-text,checklist,0.02,139,78,61,19,0.561151,0.804124,0.661017
track2-text,checklist,0.03,139,78,61,19,0.561151,0.804124,0.661017
track2-text,checklist,0.04,139,78,61,19,0.561151,0.804124,0.661017
track2-text,checklist,0.05,139,78,61,19,0.561151,0.804124,0.661017
track2-text,checklist,0.06,112,78,34,19,0.696429,0.804124,0.746411
track2-text,checklist,0.07,112,78,34,19,0.696429,0.804124,0.746411
track2-text,checklist,0.08,112,78,34,19,0.696429,0.804124,0.746411
track2-text,checklist,0.09,112,78,34,19,0.696429,0.804124,0.746411
track2-text,checklist,0.10,112,78,34,19,0.696429,0.804124,0.746411
track2-text,checklist,0.11,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.12,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.13,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.14,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.15,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.16,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.17,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.18,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.19,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.20,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.21,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.22,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.23,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.24,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.25,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.26,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.27,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.28,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.29,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.30,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.31,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.32,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.33,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.34,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.35,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.36,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.37,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.38,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.39,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.40,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.41,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.42,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.43,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.44,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.45,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.46,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.47,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.48,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.49,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.50,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.51,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.52,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.53,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.54,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.55,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.56,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.57,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.58,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.59,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.60,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.61,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.62,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.63,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.64,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.65,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.66,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.67,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.68,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.69,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.70,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.71,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.72,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.73,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.74,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.75,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.76,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.77,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.78,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.79,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.80,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.81,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.82,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.83,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.84,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.85,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.86,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.87,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.88,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.89,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.90,100,77,23,20,0.770000,0.793814,0.781726
track2-text,checklist,0.91,99,77,22,20,0.777778,0.793814,0.785714
track2-text,checklist,0.92,99,77,22,20,0.777778,0.793814,0.785714
track2-text,checklist,0.93,99,77,22,20,0.777778,0.793814,0.785714
track2-text,checklist,0.94,99,77,22,20,0.777778,0.793814,0.785714
track2-text,checklist,0.95,99,77,22,20,0.777778,0.793814,0.785714
track2-text,checklist,0.96,83,67,16,30,0.807229,0.690722,0.744444
track2-text,checklist,0.97,83,67,16,30,0.807229,0.690722,0.744444
track2-text,checklist,0.98,83,67,16,30,0.807229,0.690722,0.744444
track2-text,checklist,0.99,83,67,16,30,0.807229,0.690722,0.744444
track2-text,checklist,1.00,83,67,16,30,0.807229,0.690722,0.744444
