group,question,family,label_a,label_b,f1_a,f1_b,delta_f1,precision_a,precision_b,recall_a,recall_b,n_detections_a,n_detections_b,p_value_raw,p_value_adj,significant,wins_a,losses_a,ties,n_tiles
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.6639,0.544,0.1199,0.608,0.3964,0.731,0.8667,523,951,0.0,0.0,***,28,61,398,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.6639,0.4712,0.1926,0.608,0.5831,0.731,0.3954,523,295,0.0,0.0,***,104,28,355,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.6639,0.467,0.1969,0.608,0.4987,0.731,0.4391,523,383,0.0,0.0,***,98,32,357,487
8,Leaderboard distinguishability,leaderboard,"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.6639,0.4615,0.2023,0.608,0.5455,0.731,0.4,523,319,0.0,0.0,***,104,27,356,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t07 N=5 N=5, 5-of-5",0.6611,0.6397,0.0214,0.6019,0.5329,0.7333,0.8,530,653,0.1792,0.1997,ns,11,27,449,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t07 N=10 N=10, 10-of-10",0.6611,0.6332,0.028,0.6019,0.5625,0.7333,0.7241,530,560,0.0005,0.0007,***,13,6,468,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","single-pass-t0 N=10 N=10, 10-of-10",0.6611,0.5521,0.109,0.6019,0.4098,0.7333,0.846,530,898,0.0,0.0,***,20,42,425,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","single-pass-t0 N=5 N=5, 5-of-5",0.6611,0.544,0.1171,0.6019,0.3964,0.7333,0.8667,530,951,0.0,0.0,***,19,45,423,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t10 N=5 N=5, 5-of-5",0.6611,0.4712,0.1899,0.6019,0.5831,0.7333,0.3954,530,295,0.0,0.0,***,95,17,375,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t10 N=30 N=30, 22-of-30",0.6611,0.467,0.1941,0.6019,0.4987,0.7333,0.4391,530,383,0.0,0.0,***,91,22,374,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t10 N=10 N=10, 9-of-10",0.6611,0.4615,0.1996,0.6019,0.5455,0.7333,0.4,530,319,0.0,0.0,***,94,17,376,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=5 N=5, 5-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.6397,0.6332,0.0065,0.5329,0.5625,0.8,0.7241,653,560,0.6338,0.6518,ns,24,0,463,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=5 N=5, 5-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.6397,0.5521,0.0876,0.5329,0.4098,0.8,0.846,653,898,0.0,0.0,***,22,30,435,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=5 N=5, 5-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.6397,0.544,0.0957,0.5329,0.3964,0.8,0.8667,653,951,0.0,0.0,***,19,31,437,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=5 N=5, 5-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.6397,0.4712,0.1685,0.5329,0.5831,0.8,0.3954,653,295,0.0,0.0,***,101,12,374,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=5 N=5, 5-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.6397,0.467,0.1727,0.5329,0.4987,0.8,0.4391,653,383,0.0,0.0,***,96,15,376,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=5 N=5, 5-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.6397,0.4615,0.1782,0.5329,0.5455,0.8,0.4,653,319,0.0,0.0,***,102,14,371,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=10 N=10, 10-of-10","single-pass-t0 N=10 N=10, 10-of-10",0.6332,0.5521,0.081,0.5625,0.4098,0.7241,0.846,560,898,0.0008,0.0011,**,15,44,428,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=10 N=10, 10-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.6332,0.544,0.0892,0.5625,0.3964,0.7241,0.8667,560,951,0.0006,0.0008,***,14,47,426,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=10 N=10, 10-of-10","flash-min-text-t10 N=5 N=5, 5-of-5",0.6332,0.4712,0.1619,0.5625,0.5831,0.7241,0.3954,560,295,0.0,0.0,***,96,19,372,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=10 N=10, 10-of-10","flash-min-text-t10 N=30 N=30, 22-of-30",0.6332,0.467,0.1662,0.5625,0.4987,0.7241,0.4391,560,383,0.0,0.0,***,90,22,375,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t07 N=10 N=10, 10-of-10","flash-min-text-t10 N=10 N=10, 9-of-10",0.6332,0.4615,0.1716,0.5625,0.5455,0.7241,0.4,560,319,0.0,0.0,***,94,19,374,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=10 N=10, 10-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.5521,0.544,0.0081,0.4098,0.3964,0.846,0.8667,898,951,0.1758,0.1968,ns,2,6,479,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=10 N=10, 10-of-10","flash-min-text-t10 N=5 N=5, 5-of-5",0.5521,0.4712,0.0809,0.4098,0.5831,0.846,0.3954,898,295,0.0565,0.0665,ns,109,12,366,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=10 N=10, 10-of-10","flash-min-text-t10 N=30 N=30, 22-of-30",0.5521,0.467,0.0851,0.4098,0.4987,0.846,0.4391,898,383,0.0237,0.0291,*,102,13,372,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=10 N=10, 10-of-10","flash-min-text-t10 N=10 N=10, 9-of-10",0.5521,0.4615,0.0906,0.4098,0.5455,0.846,0.4,898,319,0.0259,0.0315,*,111,12,364,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=5 N=5, 5-of-5","flash-min-text-t10 N=5 N=5, 5-of-5",0.544,0.4712,0.0728,0.3964,0.5831,0.8667,0.3954,951,295,0.0869,0.1004,ns,112,10,365,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=5 N=5, 5-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.544,0.467,0.077,0.3964,0.4987,0.8667,0.4391,951,383,0.0417,0.0495,*,105,11,371,487
8,Leaderboard distinguishability,leaderboard,"single-pass-t0 N=5 N=5, 5-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.544,0.4615,0.0825,0.3964,0.5455,0.8667,0.4,951,319,0.0454,0.0537,ns,114,10,363,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t10 N=5 N=5, 5-of-5","flash-min-text-t10 N=30 N=30, 22-of-30",0.4712,0.467,0.0042,0.5831,0.4987,0.3954,0.4391,295,383,0.8115,0.8245,ns,4,12,471,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t10 N=5 N=5, 5-of-5","flash-min-text-t10 N=10 N=10, 9-of-10",0.4712,0.4615,0.0097,0.5831,0.5455,0.3954,0.4,295,319,0.2706,0.2938,ns,6,5,476,487
8,Leaderboard distinguishability,leaderboard,"flash-min-text-t10 N=30 N=30, 22-of-30","flash-min-text-t10 N=10 N=10, 9-of-10",0.467,0.4615,0.0055,0.4987,0.5455,0.4391,0.4,383,319,0.6915,0.7054,ns,13,2,472,487
