temperature,pool_size,threshold,f1,precision,recall,f1_ci_lo,f1_ci_hi,p_ci_lo,p_ci_hi,r_ci_lo,r_ci_hi,n_detections
T0.7,30,10,0.7364,0.6585,0.8351,0.6161,0.7855,0.5514,0.7519,0.6591,0.8542,123
T0.7,30,11,0.75,0.6807,0.8351,0.628,0.7984,0.5714,0.7745,0.6591,0.8542,119
T0.7,30,12,0.757,0.6923,0.8351,0.6316,0.8036,0.5769,0.7868,0.6591,0.8542,117
T0.7,30,13,0.7619,0.708,0.8247,0.631,0.8079,0.5882,0.8044,0.6477,0.8445,113
T0.7,30,14,0.7723,0.7429,0.8041,0.6447,0.8213,0.6197,0.8416,0.6408,0.8304,105
T0.7,30,15,0.77,0.7476,0.7938,0.6376,0.8208,0.6249,0.8493,0.6164,0.8273,103
T0.7,30,16,0.7638,0.7451,0.7835,0.6304,0.8189,0.619,0.8481,0.6091,0.8214,102
T0.7,30,17,0.7755,0.7677,0.7835,0.642,0.8276,0.6437,0.8662,0.6091,0.8214,99
T0.7,30,18,0.7708,0.7789,0.7629,0.6394,0.8248,0.663,0.875,0.5862,0.8174,95
T0.7,30,19,0.766,0.7912,0.7423,0.6363,0.8152,0.6769,0.8866,0.5726,0.789,91
T0.7,30,20,0.7568,0.7955,0.7216,0.6299,0.8055,0.6817,0.8925,0.5591,0.7658,88
T0.7,30,21,0.7541,0.8023,0.7113,0.627,0.8033,0.6874,0.8989,0.5479,0.7571,86
T0.7,30,22,0.7374,0.8049,0.6804,0.6065,0.7892,0.6901,0.9013,0.5194,0.7322,82
T0.7,30,23,0.7314,0.8205,0.6598,0.5959,0.785,0.7012,0.9091,0.4952,0.7177,78
T0.7,30,24,0.7066,0.8429,0.6082,0.5606,0.7685,0.7272,0.9306,0.4381,0.6824,70
T0.7,30,25,0.6875,0.873,0.567,0.5345,0.7587,0.75,0.9578,0.3986,0.6519,63
T0.7,30,26,0.6792,0.871,0.5567,0.5175,0.7583,0.75,0.9572,0.3801,0.6506,62
T0.7,30,27,0.6358,0.8889,0.4948,0.4748,0.7219,0.7826,0.9762,0.3333,0.5978,54
T0.7,30,28,0.5931,0.8958,0.4433,0.4305,0.6752,0.7894,0.9808,0.2869,0.5392,48
T0.7,30,29,0.5147,0.8974,0.3608,0.3529,0.6203,0.7631,1.0,0.2241,0.4674,39
T0.7,30,30,0.4032,0.9259,0.2577,0.2352,0.5152,0.8148,1.0,0.1381,0.3535,27
T1.0,5,1,0.4615,0.3039,0.9588,0.3612,0.5286,0.2282,0.3758,0.7899,0.9455,306
T1.0,5,2,0.664,0.5425,0.8557,0.5479,0.7109,0.4392,0.6268,0.7023,0.8525,153
T1.0,5,3,0.74,0.7184,0.7629,0.6169,0.7834,0.6087,0.8105,0.6023,0.781,103
T1.0,5,4,0.6982,0.8194,0.6082,0.5731,0.7459,0.7101,0.9167,0.4629,0.65,72
T1.0,5,5,0.5362,0.9024,0.3814,0.4093,0.6057,0.8,0.9792,0.2671,0.45,41
T1.0,10,1,0.3406,0.2066,0.9691,0.2514,0.417,0.1468,0.2701,0.8257,0.9529,455
T1.0,10,2,0.5823,0.4201,0.9485,0.4747,0.6378,0.3333,0.4979,0.7953,0.9276,219
T1.0,10,3,0.6667,0.538,0.8763,0.5507,0.7168,0.4394,0.6177,0.6975,0.8846,158
T1.0,10,4,0.7186,0.6194,0.8557,0.5949,0.7663,0.5175,0.7016,0.6808,0.8621,134
T1.0,10,5,0.7714,0.7168,0.8351,0.6471,0.8142,0.6082,0.8099,0.6667,0.8479,113
T1.0,10,6,0.7579,0.7742,0.7423,0.6373,0.8018,0.6622,0.871,0.5849,0.7685,93
T1.0,10,7,0.7093,0.8133,0.6289,0.5844,0.7553,0.6986,0.9131,0.4778,0.6733,75
T1.0,10,8,0.6456,0.8361,0.5258,0.5236,0.6957,0.7167,0.9348,0.3916,0.5799,61
T1.0,10,9,0.5753,0.8571,0.433,0.4427,0.6475,0.7391,0.96,0.3049,0.5128,49
T1.0,10,10,0.4032,0.9259,0.2577,0.2484,0.5116,0.8,1.0,0.1442,0.3514,27
T1.0,30,1,0.2186,0.1232,0.9691,0.1556,0.2806,0.0853,0.166,0.8257,0.9529,763
T1.0,30,2,0.3715,0.2298,0.9691,0.2851,0.4322,0.1717,0.284,0.81,0.9462,409
T1.0,30,3,0.4742,0.3162,0.9485,0.3764,0.535,0.2423,0.3828,0.7841,0.9346,291
T1.0,30,4,0.5369,0.376,0.9381,0.4379,0.592,0.301,0.4444,0.7692,0.9294,242
T1.0,30,5,0.587,0.4388,0.8866,0.4803,0.6382,0.3492,0.5119,0.717,0.8909,196
T1.0,30,6,0.6227,0.483,0.8763,0.5053,0.6737,0.3863,0.5584,0.7027,0.8841,176
T1.0,30,7,0.6489,0.5152,0.8763,0.532,0.6982,0.4183,0.59,0.7027,0.8841,165
T1.0,30,8,0.6667,0.5419,0.866,0.552,0.7078,0.4493,0.6154,0.6892,0.8713,155
T1.0,30,9,0.6835,0.5786,0.8351,0.5687,0.7295,0.4782,0.6626,0.6712,0.8445,140
T1.0,30,10,0.7105,0.6183,0.8351,0.596,0.755,0.5161,0.7045,0.6712,0.8445,131
T1.0,30,11,0.7431,0.6694,0.8351,0.6258,0.7801,0.5741,0.7482,0.6712,0.8445,121
T1.0,30,12,0.7619,0.708,0.8247,0.6492,0.8014,0.6078,0.7949,0.6666,0.8302,113
T1.0,30,13,0.7805,0.7407,0.8247,0.6667,0.8151,0.6392,0.8305,0.6666,0.8302,108
T1.0,30,14,0.794,0.7745,0.8144,0.6834,0.8252,0.6774,0.8571,0.6634,0.822,102
T1.0,30,15,0.7938,0.7938,0.7938,0.6667,0.8293,0.6885,0.8776,0.6239,0.8182,97
T1.0,30,16,0.7914,0.8222,0.7629,0.6698,0.8236,0.7222,0.9048,0.605,0.7905,90
T1.0,30,17,0.7845,0.8452,0.732,0.654,0.8236,0.7361,0.9286,0.5686,0.7667,84
T1.0,30,18,0.75,0.8354,0.6804,0.6222,0.7884,0.7246,0.9223,0.5299,0.7143,79
T1.0,30,19,0.7283,0.8289,0.6495,0.6043,0.7667,0.7142,0.92,0.5053,0.68,76
T1.0,30,20,0.7059,0.8219,0.6186,0.5822,0.75,0.7051,0.9157,0.4701,0.6596,73
T1.0,30,21,0.6829,0.8358,0.5773,0.5591,0.7273,0.7166,0.9311,0.4409,0.625,67
T1.0,30,22,0.6456,0.8361,0.5258,0.519,0.6996,0.7143,0.9368,0.3929,0.5854,61
T1.0,30,23,0.641,0.8475,0.5155,0.5137,0.7018,0.7258,0.9508,0.3784,0.5807,59
T1.0,30,24,0.641,0.8475,0.5155,0.5137,0.7018,0.7258,0.9508,0.3784,0.5807,59
T1.0,30,25,0.6225,0.8704,0.4845,0.4927,0.6857,0.75,0.9643,0.3482,0.5556,54
T1.0,30,26,0.5694,0.8723,0.4227,0.4242,0.649,0.75,0.963,0.2857,0.5104,47
T1.0,30,27,0.5362,0.9024,0.3814,0.3965,0.631,0.7999,0.9796,0.2569,0.4753,41
T1.0,30,28,0.4812,0.8889,0.3299,0.3386,0.5813,0.7666,0.9773,0.2105,0.4235,36
T1.0,30,29,0.35,0.913,0.2165,0.2114,0.4627,0.7647,1.0,0.1193,0.304,23
T1.0,30,30,0.2342,0.9286,0.134,0.1118,0.3367,0.7273,1.0,0.0595,0.2046,14
