family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
FOURTH-N10,0.99,8,1287,1212,75,3806,0.38445678033306896,0.4203352257839284,947,5011,1,2582
FOURTH-N10,0.99,9,1237,1185,52,3833,0.3788968824940049,0.4158184874291424,929,5011,1,2600
FOURTH-N10,0.99,10,1192,1153,39,3865,0.3713365539452496,0.4105135749254047,908,5011,1,2621
FOURTH-N10,1.0,1,520,387,133,4631,0.13976164680390032,0.2539543337653221,371,5012,0,3158
FOURTH-N10,1.0,2,426,348,78,4670,0.1278471711976488,0.24041453386096662,334,5012,0,3195
FOURTH-N10,1.0,3,399,338,61,4680,0.12479232047258632,0.23702336920466677,325,5012,0,3204
FOURTH-N10,1.0,4,370,325,45,4693,0.12063845582776539,0.2320510125679736,312,5012,0,3217
FOURTH-N10,1.0,5,358,316,42,4702,0.1175595238095238,0.22894542042348479,304,5012,0,3225
FOURTH-N10,1.0,6,348,312,36,4706,0.11628773760715617,0.22737901053487414,300,5012,0,3229
FOURTH-N10,1.0,7,331,304,27,4714,0.11366610581417087,0.22382017048017408,291,5012,0,3238
FOURTH-N10,1.0,8,323,302,21,4716,0.11308743680958623,0.2226229961200492,288,5012,0,3241
FOURTH-N10,1.0,9,318,300,18,4718,0.11244377811094454,0.22182177683160978,286,5012,0,3243
FOURTH-N10,1.0,10,305,294,11,4724,0.11046402404659027,0.21899752581073598,279,5012,0,3250
