family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
A-N10,0.4,7,4051,3729,322,1289,0.8223618921601058
A-N10,0.4,8,3921,3655,266,1363,0.8177648506544357
A-N10,0.4,9,3766,3545,221,1473,0.8071493624772313
A-N10,0.4,10,3470,3299,171,1719,0.7773327049952875
A-N10,0.5,1,5821,3923,1898,1095,0.7238675154534553
A-N10,0.5,2,4943,3844,1099,1174,0.7718100592310009
A-N10,0.5,3,4562,3796,766,1222,0.7924843423799581
A-N10,0.5,4,4343,3755,588,1263,0.8022647153081937
A-N10,0.5,5,4182,3721,461,1297,0.8089130434782609
A-N10,0.5,6,4044,3670,374,1348,0.8099757227984993
A-N10,0.5,7,3919,3624,295,1394,0.8110104061765693
A-N10,0.5,8,3796,3552,244,1466,0.805990469707284
A-N10,0.5,9,3648,3447,201,1571,0.7955227325178861
A-N10,0.5,10,3363,3208,155,1810,0.7655411048800859
A-N10,0.6,1,5819,3922,1897,1096,0.7238165543969733
A-N10,0.6,2,4942,3843,1099,1175,0.7716867469879518
A-N10,0.6,3,4561,3795,766,1223,0.7923582837456937
A-N10,0.6,4,4342,3754,588,1264,0.8021367521367521
A-N10,0.6,5,4181,3720,461,1298,0.8087835634308077
A-N10,0.6,6,4043,3669,374,1349,0.8098443880366405
A-N10,0.6,7,3918,3623,295,1395,0.8108773500447628
A-N10,0.6,8,3795,3551,244,1467,0.805854986951095
A-N10,0.6,9,3647,3446,201,1572,0.7953837276399308
A-N10,0.6,10,3362,3207,155,1811,0.7653937947494033
A-N10,0.65,1,5816,3921,1895,1097,0.7238323795458741
A-N10,0.65,2,4940,3842,1098,1176,0.7716408917453303
A-N10,0.65,3,4559,3794,765,1224,0.7923149211652918
A-N10,0.65,4,4340,3753,587,1265,0.8020944646291942
A-N10,0.65,5,4179,3719,460,1299,0.8087419810807872
A-N10,0.65,6,4041,3668,373,1350,0.8098024064466276
A-N10,0.65,7,3916,3622,294,1396,0.8108350123125139
A-N10,0.65,8,3793,3550,243,1468,0.8058109181704688
A-N10,0.65,9,3645,3445,200,1573,0.7953364885143716
A-N10,0.65,10,3360,3206,154,1812,0.7653377894485557
A-N10,0.7,1,5799,3913,1886,1105,0.723490801516132
A-N10,0.7,2,4925,3834,1091,1184,0.7711958161520668
A-N10,0.7,3,4547,3788,759,1230,0.7920543648719288
A-N10,0.7,4,4329,3747,582,1271,0.8017545736599979
A-N10,0.7,5,4168,3713,455,1305,0.8084040931852821
A-N10,0.7,6,4031,3661,370,1357,0.8091501823405902
A-N10,0.7,7,3906,3615,291,1403,0.8101748095024652
A-N10,0.7,8,3783,3543,240,1475,0.8051357800249972
A-N10,0.7,9,3636,3438,198,1580,0.7945458747400046
A-N10,0.7,10,3352,3199,153,1819,0.7643966547192352
A-N10,0.75,1,5779,3907,1872,1111,0.7237195517273317
A-N10,0.75,2,4907,3827,1080,1191,0.7711838790931991
A-N10,0.75,3,4533,3781,752,1237,0.7917495550204167
A-N10,0.75,4,4316,3740,576,1278,0.8013713306192415
A-N10,0.75,5,4155,3706,449,1312,0.8080235473672734
A-N10,0.75,6,4018,3654,364,1364,0.8087649402390438
A-N10,0.75,7,3894,3608,286,1410,0.8096947935368044
A-N10,0.75,8,3771,3536,235,1482,0.804642166344294
A-N10,0.75,9,3624,3430,194,1588,0.79379773200648
A-N10,0.75,10,3341,3192,149,1826,0.76372771862663
A-N10,0.8,1,5626,3828,1798,1190,0.7192784667418264
A-N10,0.8,2,4781,3744,1037,1274,0.7641596081232778
A-N10,0.8,3,4421,3695,726,1323,0.7829219196948828
A-N10,0.8,4,4210,3654,556,1364,0.7919375812743823
A-N10,0.8,5,4052,3620,432,1398,0.7982359426681367
A-N10,0.8,6,3919,3569,350,1449,0.7987020252881281
A-N10,0.8,7,3800,3524,276,1494,0.7992742118394194
A-N10,0.8,8,3678,3453,225,1565,0.7941582336706532
A-N10,0.8,9,3537,3351,186,1667,0.7834015195791935
A-N10,0.8,10,3262,3120,142,1898,0.7536231884057972
A-N10,0.85,1,5622,3827,1795,1191,0.7193609022556391
A-N10,0.85,2,4778,3743,1035,1275,0.764189465087791
A-N10,0.85,3,4418,3694,724,1324,0.7829588808817295
A-N10,0.85,4,4208,3653,555,1365,0.7918924777801865
A-N10,0.85,5,4051,3619,432,1399,0.7981034292645275
A-N10,0.85,6,3918,3568,350,1450,0.7985675917636527
A-N10,0.85,7,3799,3523,276,1495,0.7991380288079847
A-N10,0.85,8,3677,3452,225,1566,0.7940195514663599
A-N10,0.85,9,3536,3350,186,1668,0.7832592938975917
A-N10,0.85,10,3261,3119,142,1899,0.7534726416233845
A-N10,0.9,1,5139,3543,1596,1475,0.6976469429949789
A-N10,0.9,2,4376,3448,928,1570,0.734085586544603
A-N10,0.9,3,4052,3400,652,1618,0.7497243660418963
A-N10,0.9,4,3857,3361,496,1657,0.7574084507042252
A-N10,0.9,5,3714,3332,382,1686,0.7631699496106276
A-N10,0.9,6,3594,3282,312,1736,0.7621922898281468
A-N10,0.9,7,3480,3238,242,1780,0.7620616615674276
A-N10,0.9,8,3370,3172,198,1846,0.7563185503099666
A-N10,0.9,9,3240,3076,164,1942,0.7449745701138291
A-N10,0.9,10,2985,2862,123,2156,0.7152317880794701
A-N10,0.95,1,5135,3542,1593,1476,0.6977248104008668
A-N10,0.95,2,4374,3446,928,1572,0.73381601362862
A-N10,0.95,3,4050,3398,652,1620,0.7494486104984561
A-N10,0.95,4,3855,3359,496,1659,0.7571283669559337
A-N10,0.95,5,3712,3330,382,1688,0.7628865979381443
A-N10,0.95,6,3592,3280,312,1738,0.7619047619047619
A-N10,0.95,7,3478,3236,242,1782,0.7617702448210925
A-N10,0.95,8,3368,3170,198,1848,0.7560219413307894
A-N10,0.95,9,3238,3074,164,1944,0.744670542635659
A-N10,0.95,10,2983,2860,123,2158,0.7149106361704788
A-N10,0.98,1,3652,2588,1064,2430,0.5970011534025375
A-N10,0.98,2,3092,2472,620,2546,0.6096177558569668
A-N10,0.98,3,2851,2417,434,2601,0.6143093150336765
A-N10,0.98,4,2709,2372,337,2646,0.613951080626375
A-N10,0.98,5,2598,2340,258,2678,0.6144957983193278
A-N10,0.98,6,2515,2297,218,2721,0.6098499933625382
A-N10,0.98,7,2426,2259,167,2759,0.6069317571198282
A-N10,0.98,8,2340,2209,131,2809,0.6004349007882577
A-N10,0.98,9,2249,2142,107,2876,0.589514242465942
A-N10,0.98,10,2055,1978,77,3040,0.5593100523116075
A-N10,1.0,1,3650,2586,1064,2432,0.596677434240886
A-N10,1.0,2,3090,2470,620,2548,0.6092747903305378
A-N10,1.0,3,2849,2415,434,2603,0.6139570357188255
A-N10,1.0,4,2707,2370,337,2648,0.6135922330097088
A-N10,1.0,5,2596,2338,258,2680,0.6141318623588127
A-N10,1.0,6,2513,2295,218,2723,0.6094808126410836
A-N10,1.0,7,2424,2257,167,2761,0.6065573770491804
A-N10,1.0,8,2338,2207,131,2811,0.6000543773790102
A-N10,1.0,9,2247,2140,107,2878,0.5891259463179629
A-N10,1.0,10,2053,1976,77,3042,0.558902559751096
