group,question,family,label_a,label_b,f1_a,f1_b,delta_f1,precision_a,precision_b,recall_a,recall_b,n_detections_a,n_detections_b,p_value_raw,p_value_adj,significant,wins_a,losses_a,ties,n_tiles
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),image-baseline--flash-min-vf (t=0.2),0.9044,0.7822,0.1221,0.9296,0.7241,0.8805,0.8506,412,511,0.0,0.0,***,74,27,386,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-image N=10 N=10, 6-of-10",0.9044,0.7332,0.1712,0.9296,0.643,0.8805,0.8529,412,577,0.0,0.0,***,55,38,394,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-image N=5 N=5, 4-of-5",0.9044,0.7244,0.1799,0.9296,0.6635,0.8805,0.7977,412,523,0.0,0.0,***,60,32,395,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-text-t07 N=30 N=30, 29-of-30",0.9044,0.6694,0.2349,0.9296,0.6094,0.8805,0.7425,412,530,0.0,0.0,***,73,28,386,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-text-t07 N=5 N=5, 5-of-5",0.9044,0.6471,0.2573,0.9296,0.5391,0.8805,0.8092,412,653,0.0,0.0,***,60,34,393,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-text-t07 N=10 N=10, 10-of-10",0.9044,0.6412,0.2632,0.9296,0.5696,0.8805,0.7333,412,560,0.0,0.0,***,74,26,387,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"single-pass-t0 N=10 N=10, 10-of-10",0.9044,0.5626,0.3417,0.9296,0.4176,0.8805,0.8621,412,898,0.0,0.0,***,49,33,405,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"single-pass-t0 N=5 N=5, 5-of-5",0.9044,0.5541,0.3503,0.9296,0.4038,0.8805,0.8828,412,951,0.0,0.0,***,49,35,403,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-text-t10 N=5 N=5, 5-of-5",0.9044,0.4795,0.4249,0.9296,0.5932,0.8805,0.4023,412,295,0.0,0.0,***,128,17,342,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-text-t10 N=30 N=30, 22-of-30",0.9044,0.4768,0.4276,0.9296,0.5091,0.8805,0.4483,412,383,0.0,0.0,***,120,21,346,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-16-of-30--flash-min-vf (t=0.2),"flash-min-text-t10 N=10 N=10, 9-of-10",0.9044,0.4695,0.4349,0.9296,0.5549,0.8805,0.4069,412,319,0.0,0.0,***,129,17,341,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),flash-high-text-4-of-5--flash-medium-vf (t=0.95),0.8908,0.885,0.0058,0.9434,0.9041,0.8437,0.8667,389,417,0.4334,0.4578,ns,8,12,467,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),flash-high-text-9-of-10--flash-min-vf (t=0.2),0.8908,0.8691,0.0217,0.9434,0.9716,0.8437,0.7862,389,352,0.0097,0.0128,*,22,5,460,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),pro-high-text-3-of-5--flash-min-vf (t=0.15),0.8908,0.8645,0.0263,0.9434,0.9741,0.8437,0.777,389,347,0.1131,0.1302,ns,45,29,413,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"pro-high-text N=5 N=5, 3-of-5",0.8908,0.8554,0.0354,0.9434,0.9346,0.8437,0.7885,389,367,0.0455,0.0557,ns,52,40,395,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.8908,0.8511,0.0397,0.9434,0.8759,0.8437,0.8276,389,411,0.012,0.0157,*,42,29,416,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),text-baseline--flash-min-vf (t=0.15),0.8908,0.832,0.0587,0.9434,0.806,0.8437,0.8598,389,464,0.0003,0.0004,***,52,33,402,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.8908,0.8259,0.0649,0.9434,0.8458,0.8437,0.8069,389,415,0.0,0.0,***,40,28,419,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.8908,0.8212,0.0696,0.9434,0.7898,0.8437,0.8552,389,471,0.0,0.0,***,60,45,382,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.8908,0.8116,0.0792,0.9434,0.7879,0.8437,0.8368,389,462,0.0,0.0,***,55,40,392,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.8908,0.8106,0.0802,0.9434,0.8144,0.8437,0.8069,389,431,0.0,0.0,***,38,28,421,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.8908,0.7992,0.0916,0.9434,0.7431,0.8437,0.8644,389,506,0.0,0.0,***,55,41,391,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.8908,0.7882,0.1025,0.9434,0.8072,0.8437,0.7701,389,415,0.0,0.0,***,50,27,410,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.8908,0.7822,0.1085,0.9434,0.7241,0.8437,0.8506,389,511,0.0,0.0,***,72,34,381,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.8908,0.7332,0.1576,0.9434,0.643,0.8437,0.8529,389,577,0.0,0.0,***,51,46,390,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.8908,0.7244,0.1664,0.9434,0.6635,0.8437,0.7977,389,523,0.0,0.0,***,54,39,394,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.8908,0.6694,0.2213,0.9434,0.6094,0.8437,0.7425,389,530,0.0,0.0,***,65,32,390,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.8908,0.6471,0.2437,0.9434,0.5391,0.8437,0.8092,389,653,0.0,0.0,***,52,38,397,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.8908,0.6412,0.2496,0.9434,0.5696,0.8437,0.7333,389,560,0.0,0.0,***,64,33,390,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.8908,0.5626,0.3281,0.9434,0.4176,0.8437,0.8621,389,898,0.0,0.0,***,44,42,401,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.8908,0.5541,0.3367,0.9434,0.4038,0.8437,0.8828,389,951,0.0,0.0,***,45,44,398,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=5 N=5, 5-of-5",0.8908,0.4795,0.4113,0.9434,0.5932,0.8437,0.4023,389,295,0.0,0.0,***,116,19,352,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=30 N=30, 22-of-30",0.8908,0.4768,0.414,0.9434,0.5091,0.8437,0.4483,389,383,0.0,0.0,***,108,21,358,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t10 N=10 N=10, 9-of-10",0.8908,0.4695,0.4213,0.9434,0.5549,0.8437,0.4069,389,319,0.0,0.0,***,117,19,351,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),flash-high-text-9-of-10--flash-min-vf (t=0.2),0.885,0.8691,0.0159,0.9041,0.9716,0.8667,0.7862,417,352,0.1691,0.1907,ns,32,12,443,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),pro-high-text-3-of-5--flash-min-vf (t=0.15),0.885,0.8645,0.0205,0.9041,0.9741,0.8667,0.777,417,347,0.2358,0.2601,ns,48,30,409,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"pro-high-text N=5 N=5, 3-of-5",0.885,0.8554,0.0296,0.9041,0.9346,0.8667,0.7885,417,367,0.1026,0.1193,ns,55,42,390,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.885,0.8511,0.0339,0.9041,0.8759,0.8667,0.8276,417,411,0.0457,0.0557,ns,47,31,409,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),text-baseline--flash-min-vf (t=0.15),0.885,0.832,0.0529,0.9041,0.806,0.8667,0.8598,417,464,0.0024,0.0033,**,57,33,397,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-text N=30 N=30, 26-of-30",0.885,0.8259,0.0591,0.9041,0.8458,0.8667,0.8069,417,415,0.0,0.0,***,43,27,417,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"pro-high-image N=5 N=5, 3-of-5",0.885,0.8212,0.0638,0.9041,0.7898,0.8667,0.8552,417,471,0.0004,0.0006,***,59,44,384,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-image N=10 N=10, 6-of-10",0.885,0.8116,0.0734,0.9041,0.7879,0.8667,0.8368,417,462,0.0,0.0,***,56,43,388,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-text N=10 N=10, 9-of-10",0.885,0.8106,0.0744,0.9041,0.8144,0.8667,0.8069,417,431,0.0,0.0,***,42,26,419,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-image N=5 N=5, 3-of-5",0.885,0.7992,0.0858,0.9041,0.7431,0.8667,0.8644,417,506,0.0,0.0,***,56,42,389,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-text N=5 N=5, 5-of-5",0.885,0.7882,0.0967,0.9041,0.8072,0.8667,0.7701,417,415,0.0,0.0,***,52,24,411,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),image-baseline--flash-min-vf (t=0.2),0.885,0.7822,0.1027,0.9041,0.7241,0.8667,0.8506,417,511,0.0,0.0,***,75,35,377,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-image N=10 N=10, 6-of-10",0.885,0.7332,0.1518,0.9041,0.643,0.8667,0.8529,417,577,0.0,0.0,***,52,44,391,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-image N=5 N=5, 4-of-5",0.885,0.7244,0.1606,0.9041,0.6635,0.8667,0.7977,417,523,0.0,0.0,***,56,36,395,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t07 N=30 N=30, 29-of-30",0.885,0.6694,0.2155,0.9041,0.6094,0.8667,0.7425,417,530,0.0,0.0,***,67,31,389,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t07 N=5 N=5, 5-of-5",0.885,0.6471,0.2379,0.9041,0.5391,0.8667,0.8092,417,653,0.0,0.0,***,54,39,394,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t07 N=10 N=10, 10-of-10",0.885,0.6412,0.2438,0.9041,0.5696,0.8667,0.7333,417,560,0.0,0.0,***,67,33,387,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"single-pass-t0 N=10 N=10, 10-of-10",0.885,0.5626,0.3223,0.9041,0.4176,0.8667,0.8621,417,898,0.0,0.0,***,50,39,398,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"single-pass-t0 N=5 N=5, 5-of-5",0.885,0.5541,0.3309,0.9041,0.4038,0.8667,0.8828,417,951,0.0,0.0,***,49,41,397,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t10 N=5 N=5, 5-of-5",0.885,0.4795,0.4055,0.9041,0.5932,0.8667,0.4023,417,295,0.0,0.0,***,120,21,346,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t10 N=30 N=30, 22-of-30",0.885,0.4768,0.4082,0.9041,0.5091,0.8667,0.4483,417,383,0.0,0.0,***,109,22,356,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t10 N=10 N=10, 9-of-10",0.885,0.4695,0.4155,0.9041,0.5549,0.8667,0.4069,417,319,0.0,0.0,***,120,19,348,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),pro-high-text-3-of-5--flash-min-vf (t=0.15),0.8691,0.8645,0.0047,0.9716,0.9741,0.7862,0.777,352,347,0.7811,0.7917,ns,36,34,417,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"pro-high-text N=5 N=5, 3-of-5",0.8691,0.8554,0.0138,0.9716,0.9346,0.7862,0.7885,352,367,0.467,0.4916,ns,44,46,397,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.8691,0.8511,0.0181,0.9716,0.8759,0.7862,0.8276,352,411,0.2885,0.3113,ns,36,43,408,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),text-baseline--flash-min-vf (t=0.15),0.8691,0.832,0.0371,0.9716,0.806,0.7862,0.8598,352,464,0.0339,0.0424,*,45,37,405,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-text N=30 N=30, 26-of-30",0.8691,0.8259,0.0432,0.9716,0.8458,0.7862,0.8069,352,415,0.0006,0.0009,***,30,37,420,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"pro-high-image N=5 N=5, 3-of-5",0.8691,0.8212,0.0479,0.9716,0.7898,0.7862,0.8552,352,471,0.0116,0.0152,*,56,54,377,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-image N=10 N=10, 6-of-10",0.8691,0.8116,0.0575,0.9716,0.7879,0.7862,0.8368,352,462,0.0014,0.002,**,53,51,383,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-text N=10 N=10, 9-of-10",0.8691,0.8106,0.0585,0.9716,0.8144,0.7862,0.8069,352,431,0.0,0.0,***,24,36,427,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-image N=5 N=5, 3-of-5",0.8691,0.7992,0.07,0.9716,0.7431,0.7862,0.8644,352,506,0.0,0.0,***,50,54,383,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-text N=5 N=5, 5-of-5",0.8691,0.7882,0.0809,0.9716,0.8072,0.7862,0.7701,352,415,0.0,0.0,***,42,35,410,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),image-baseline--flash-min-vf (t=0.2),0.8691,0.7822,0.0869,0.9716,0.7241,0.7862,0.8506,352,511,0.0,0.0,***,66,44,377,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-image N=10 N=10, 6-of-10",0.8691,0.7332,0.1359,0.9716,0.643,0.7862,0.8529,352,577,0.0,0.0,***,50,54,383,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-image N=5 N=5, 4-of-5",0.8691,0.7244,0.1447,0.9716,0.6635,0.7862,0.7977,352,523,0.0,0.0,***,50,46,391,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t07 N=30 N=30, 29-of-30",0.8691,0.6694,0.1997,0.9716,0.6094,0.7862,0.7425,352,530,0.0,0.0,***,53,40,394,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t07 N=5 N=5, 5-of-5",0.8691,0.6471,0.2221,0.9716,0.5391,0.7862,0.8092,352,653,0.0,0.0,***,43,46,398,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t07 N=10 N=10, 10-of-10",0.8691,0.6412,0.2279,0.9716,0.5696,0.7862,0.7333,352,560,0.0,0.0,***,53,41,393,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"single-pass-t0 N=10 N=10, 10-of-10",0.8691,0.5626,0.3065,0.9716,0.4176,0.7862,0.8621,352,898,0.0,0.0,***,37,50,400,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"single-pass-t0 N=5 N=5, 5-of-5",0.8691,0.5541,0.315,0.9716,0.4038,0.7862,0.8828,352,951,0.0,0.0,***,38,52,397,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t10 N=5 N=5, 5-of-5",0.8691,0.4795,0.3897,0.9716,0.5932,0.7862,0.4023,352,295,0.0,0.0,***,110,22,355,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t10 N=30 N=30, 22-of-30",0.8691,0.4768,0.3924,0.9716,0.5091,0.7862,0.4483,352,383,0.0,0.0,***,103,28,356,487
8,Leaderboard distinguishability,leaderboard,flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t10 N=10 N=10, 9-of-10",0.8691,0.4695,0.3996,0.9716,0.5549,0.7862,0.4069,352,319,0.0,0.0,***,110,23,354,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"pro-high-text N=5 N=5, 3-of-5",0.8645,0.8554,0.0091,0.9741,0.9346,0.777,0.7885,347,367,0.2174,0.2407,ns,20,28,439,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.8645,0.8511,0.0134,0.9741,0.8759,0.777,0.8276,347,411,0.5175,0.5409,ns,41,55,391,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),text-baseline--flash-min-vf (t=0.15),0.8645,0.832,0.0324,0.9741,0.806,0.777,0.8598,347,464,0.0975,0.1147,ns,49,48,390,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.8645,0.8259,0.0386,0.9741,0.8458,0.777,0.8069,347,415,0.0315,0.0395,*,40,48,399,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.8645,0.8212,0.0433,0.9741,0.7898,0.777,0.8552,347,471,0.02,0.0256,*,47,58,382,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.8645,0.8116,0.0529,0.9741,0.7879,0.777,0.8368,347,462,0.0162,0.0209,*,47,60,380,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.8645,0.8106,0.0538,0.9741,0.8144,0.777,0.8069,347,431,0.0056,0.0075,**,43,51,393,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.8645,0.7992,0.0653,0.9741,0.7431,0.777,0.8644,347,506,0.0031,0.0042,**,46,62,379,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.8645,0.7882,0.0762,0.9741,0.8072,0.777,0.7701,347,415,0.0002,0.0003,***,50,47,390,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.8645,0.7822,0.0822,0.9741,0.7241,0.777,0.8506,347,511,0.0001,0.0002,***,62,51,374,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.8645,0.7332,0.1312,0.9741,0.643,0.777,0.8529,347,577,0.0,0.0,***,44,59,384,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.8645,0.7244,0.14,0.9741,0.6635,0.777,0.7977,347,523,0.0,0.0,***,53,55,379,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.8645,0.6694,0.195,0.9741,0.6094,0.777,0.7425,347,530,0.0,0.0,***,54,39,394,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.8645,0.6471,0.2174,0.9741,0.5391,0.777,0.8092,347,653,0.0,0.0,***,43,51,393,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.8645,0.6412,0.2232,0.9741,0.5696,0.777,0.7333,347,560,0.0,0.0,***,54,42,391,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.8645,0.5626,0.3018,0.9741,0.4176,0.777,0.8621,347,898,0.0,0.0,***,34,52,401,487
8,Leaderboard distinguishability,leaderboard,pro-high-text-3-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.8645,0.5541,0.3103,0.9741,0.4038,0.777,0.8828,347,951,0.0,0.0,***,34,55,398,487
