temperature,pool_size,threshold,f1,precision,recall,f1_ci_lo,f1_ci_hi,p_ci_lo,p_ci_hi,r_ci_lo,r_ci_hi,n_detections
T0.3,30,26,0.6913,0.6442,0.7458,0.6382,0.738,0.5814,0.7,0.6887,0.7992,624
T0.3,30,27,0.6807,0.6472,0.718,0.6274,0.7268,0.5837,0.7021,0.6602,0.7747,598
T0.3,30,28,0.6763,0.6562,0.6976,0.623,0.725,0.5925,0.713,0.6374,0.7552,573
T0.3,30,29,0.679,0.679,0.679,0.6263,0.7251,0.617,0.7346,0.6189,0.7334,539
T0.3,30,30,0.6588,0.6985,0.6234,0.6073,0.7061,0.6393,0.7532,0.5627,0.6836,481
T0.7,5,1,0.4947,0.3473,0.859,0.4364,0.5524,0.2938,0.4033,0.8171,0.893,1333
T0.7,5,2,0.6095,0.4837,0.8237,0.552,0.6637,0.4208,0.5453,0.7773,0.8671,918
T0.7,5,3,0.6529,0.5561,0.7904,0.601,0.7034,0.4923,0.6189,0.7435,0.8392,766
T0.7,5,4,0.6628,0.5953,0.7477,0.6101,0.7137,0.5294,0.6576,0.6973,0.799,677
T0.7,5,5,0.6611,0.6581,0.6642,0.6083,0.7044,0.5911,0.7192,0.6122,0.7165,544
T0.7,10,1,0.4314,0.2856,0.8813,0.3719,0.4923,0.2359,0.3383,0.8379,0.9152,1663
T0.7,10,2,0.5504,0.4045,0.8609,0.4899,0.6051,0.3473,0.4621,0.815,0.8994,1147
T0.7,10,3,0.609,0.4746,0.8497,0.5506,0.6629,0.4143,0.5341,0.8025,0.8903,965
T0.7,10,4,0.6377,0.518,0.8293,0.5809,0.6897,0.4551,0.5791,0.7812,0.8721,863
T0.7,10,5,0.6561,0.5527,0.8071,0.6002,0.7056,0.4859,0.6148,0.7567,0.8549,787
T0.7,10,6,0.6672,0.5772,0.7904,0.6139,0.7171,0.5112,0.6394,0.7425,0.8395,738
T0.7,10,7,0.6748,0.5994,0.7718,0.6223,0.7238,0.5336,0.659,0.7221,0.8224,694
T0.7,10,8,0.6752,0.6232,0.7365,0.6245,0.723,0.5591,0.6865,0.6856,0.7897,637
T0.7,10,9,0.6684,0.6416,0.6976,0.6151,0.717,0.5758,0.7018,0.6439,0.7531,586
T0.7,10,10,0.6476,0.692,0.6085,0.5936,0.6969,0.6264,0.7495,0.5509,0.6674,474
T0.7,30,1,0.3236,0.1979,0.8868,0.2703,0.379,0.1595,0.2406,0.847,0.9179,2415
T0.7,30,2,0.4465,0.2992,0.8794,0.3876,0.5027,0.2502,0.3501,0.8378,0.9146,1584
T0.7,30,3,0.5059,0.3563,0.872,0.4456,0.5616,0.3026,0.4114,0.8285,0.9088,1319
T0.7,30,4,0.5458,0.3991,0.8627,0.4842,0.6001,0.3403,0.4558,0.8154,0.901,1165
T0.7,30,5,0.572,0.4296,0.8553,0.5135,0.627,0.3714,0.489,0.8091,0.8945,1073
T0.7,30,6,0.5913,0.4523,0.8534,0.5322,0.6467,0.3932,0.5132,0.8064,0.8915,1017
T0.7,30,7,0.6107,0.4766,0.8497,0.5526,0.6619,0.4174,0.5348,0.8029,0.8883,961
T0.7,30,8,0.6213,0.4903,0.8479,0.5641,0.6716,0.4302,0.5497,0.8009,0.8879,932
T0.7,30,9,0.631,0.5044,0.8423,0.5742,0.681,0.4429,0.5624,0.7949,0.8826,900
T0.7,30,10,0.6374,0.5155,0.8349,0.5791,0.6882,0.4514,0.5758,0.7864,0.8776,873
T0.7,30,11,0.646,0.5283,0.8312,0.5878,0.6978,0.464,0.5903,0.7839,0.8748,848
T0.7,30,12,0.6486,0.5357,0.8219,0.5911,0.7,0.4708,0.5978,0.7698,0.868,827
T0.7,30,13,0.6597,0.551,0.8219,0.6025,0.7106,0.4855,0.612,0.7698,0.868,804
T0.7,30,14,0.6626,0.5585,0.8145,0.6067,0.713,0.4936,0.6186,0.7624,0.8608,786
T0.7,30,15,0.6687,0.569,0.8108,0.6141,0.7185,0.5039,0.628,0.7604,0.8578,768
T0.7,30,16,0.6771,0.5841,0.8052,0.6243,0.7244,0.5175,0.6431,0.7523,0.8523,743
T0.7,30,17,0.6787,0.5886,0.8015,0.6259,0.7273,0.5211,0.6471,0.7479,0.849,734
T0.7,30,18,0.6804,0.5942,0.7959,0.6277,0.7277,0.5269,0.653,0.7437,0.8432,722
T0.7,30,19,0.6832,0.6006,0.7922,0.6307,0.7301,0.5335,0.661,0.7406,0.8414,711
T0.7,30,20,0.6819,0.6084,0.7755,0.6299,0.7308,0.5431,0.6677,0.7225,0.8259,687
T0.7,30,21,0.6843,0.617,0.7681,0.6332,0.7337,0.5528,0.6769,0.7145,0.8202,671
T0.7,30,22,0.6884,0.6275,0.7625,0.6384,0.7362,0.563,0.6876,0.71,0.815,655
T0.7,30,23,0.6898,0.6335,0.757,0.6368,0.738,0.5685,0.6937,0.7038,0.8108,644
T0.7,30,24,0.6915,0.6488,0.7403,0.6394,0.7409,0.5823,0.7082,0.6861,0.7959,615
T0.7,30,25,0.685,0.6565,0.7161,0.6332,0.735,0.5929,0.7153,0.6636,0.7723,588
T0.7,30,26,0.6824,0.6661,0.6994,0.6298,0.7317,0.604,0.7231,0.6435,0.7557,566
T0.7,30,27,0.6841,0.6873,0.6809,0.6342,0.7316,0.625,0.7423,0.6252,0.7367,534
T0.7,30,28,0.6692,0.6968,0.6438,0.6178,0.7168,0.6363,0.7505,0.5883,0.7002,498
T0.7,30,29,0.6459,0.7031,0.5974,0.5917,0.695,0.6414,0.7563,0.5428,0.656,458
T0.7,30,30,0.6007,0.7378,0.5065,0.543,0.6517,0.672,0.7947,0.4479,0.5663,370
T1.0,5,1,0.4394,0.2958,0.8534,0.3842,0.4917,0.2487,0.3446,0.8119,0.8887,1555
T1.0,5,2,0.5919,0.4624,0.8219,0.5344,0.6432,0.3998,0.5207,0.7661,0.8683,958
T1.0,5,3,0.6453,0.5488,0.7829,0.5885,0.6979,0.4845,0.6122,0.725,0.8355,769
T1.0,5,4,0.6684,0.6143,0.7328,0.6142,0.7187,0.5483,0.6749,0.6723,0.788,643
T1.0,5,5,0.6622,0.6859,0.6401,0.6099,0.7099,0.6223,0.7443,0.5852,0.6981,503
T1.0,10,1,0.3748,0.2383,0.8776,0.3199,0.4266,0.1965,0.2798,0.8356,0.9097,1985
T1.0,10,2,0.5204,0.3747,0.8516,0.4624,0.5761,0.3199,0.4316,0.8071,0.8895,1225
T1.0,10,3,0.5775,0.4441,0.8256,0.5185,0.6313,0.3829,0.5031,0.7738,0.8714,1002
T1.0,10,4,0.6144,0.4933,0.8145,0.557,0.6713,0.4286,0.5556,0.761,0.8645,890
T1.0,10,5,0.6511,0.5474,0.8033,0.5951,0.7031,0.482,0.611,0.749,0.8545,791
T1.0,10,6,0.6779,0.5955,0.7866,0.6248,0.727,0.5311,0.6561,0.732,0.8382,712
T1.0,10,7,0.6834,0.6216,0.7588,0.63,0.7323,0.5572,0.686,0.7058,0.8106,658
T1.0,10,8,0.6789,0.6424,0.7199,0.6258,0.7253,0.5759,0.7025,0.6666,0.7734,604
T1.0,10,9,0.6742,0.6825,0.666,0.6224,0.7245,0.618,0.7412,0.6089,0.7226,526
T1.0,10,10,0.6475,0.7258,0.5844,0.5936,0.6974,0.6606,0.7866,0.5264,0.6446,434
T1.0,30,1,0.2546,0.1482,0.9017,0.2112,0.3003,0.1198,0.1804,0.867,0.9294,3279
T1.0,30,2,0.393,0.2521,0.8905,0.3389,0.4458,0.2102,0.2962,0.8546,0.9211,1904
T1.0,30,3,0.4621,0.3131,0.8813,0.4061,0.5155,0.2654,0.3625,0.8431,0.9126,1517
T1.0,30,4,0.5075,0.3576,0.8738,0.4501,0.5626,0.3054,0.4141,0.8336,0.9073,1317
T1.0,30,5,0.538,0.3901,0.8664,0.4802,0.5962,0.3354,0.4497,0.8259,0.9004,1197
T1.0,30,6,0.5631,0.4192,0.8571,0.5053,0.6198,0.3616,0.4809,0.8167,0.8914,1102
T1.0,30,7,0.5805,0.4408,0.8497,0.523,0.6356,0.381,0.5029,0.8077,0.8855,1039
T1.0,30,8,0.5953,0.4608,0.8404,0.5371,0.6509,0.3987,0.5249,0.7935,0.8818,983
T1.0,30,9,0.609,0.4788,0.8367,0.5518,0.6624,0.4169,0.5409,0.7892,0.8782,942
T1.0,30,10,0.6193,0.4929,0.833,0.5622,0.6717,0.4278,0.556,0.7841,0.876,911
T1.0,30,11,0.6257,0.5051,0.8219,0.5684,0.6789,0.4376,0.5665,0.7719,0.8671,877
T1.0,30,12,0.6381,0.5245,0.8145,0.5823,0.6916,0.457,0.5853,0.7621,0.8618,837
T1.0,30,13,0.6459,0.5376,0.8089,0.5888,0.6998,0.4699,0.5993,0.7579,0.8559,811
T1.0,30,14,0.6555,0.5563,0.7978,0.5991,0.7084,0.4908,0.6169,0.7393,0.8499,773
T1.0,30,15,0.6604,0.5691,0.7866,0.607,0.7124,0.5035,0.6313,0.7308,0.8384,745
T1.0,30,16,0.6698,0.5853,0.7829,0.6173,0.721,0.5205,0.6455,0.7272,0.8343,721
T1.0,30,17,0.6747,0.5971,0.7755,0.6224,0.726,0.5302,0.6585,0.7191,0.8282,700
T1.0,30,18,0.676,0.6059,0.7644,0.6227,0.7273,0.5395,0.6682,0.7089,0.8169,680
T1.0,30,19,0.6823,0.621,0.757,0.6289,0.7323,0.5552,0.6826,0.6996,0.8108,657
T1.0,30,20,0.6848,0.6317,0.7477,0.6304,0.7332,0.565,0.6923,0.6893,0.8035,638
T1.0,30,21,0.6851,0.6418,0.7347,0.6314,0.7333,0.5753,0.7031,0.6773,0.7911,617
T1.0,30,22,0.686,0.6506,0.7254,0.6333,0.7347,0.585,0.7132,0.6687,0.7815,601
T1.0,30,23,0.6827,0.6553,0.7124,0.629,0.7317,0.5887,0.7185,0.6553,0.7682,586
T1.0,30,24,0.6787,0.6625,0.6957,0.6267,0.7252,0.5992,0.7229,0.6377,0.7523,566
T1.0,30,25,0.671,0.6667,0.6753,0.6185,0.7185,0.603,0.7263,0.6186,0.7333,546
T1.0,30,26,0.6774,0.6911,0.6642,0.6242,0.723,0.6241,0.7477,0.6079,0.7234,518
T1.0,30,27,0.6621,0.699,0.6289,0.6092,0.7106,0.6326,0.7562,0.5714,0.6902,485
T1.0,30,28,0.6516,0.7277,0.59,0.5962,0.6993,0.66,0.7836,0.5335,0.6487,437
T1.0,30,29,0.6429,0.768,0.5529,0.5893,0.6929,0.7037,0.821,0.4957,0.6145,388
T1.0,30,30,0.5791,0.7866,0.4583,0.5251,0.6343,0.7262,0.8418,0.4038,0.5209,314
