cell,label,tile_px,overlap_frac,K,min_corroboration,min_votes,n_detections,precision,recall,f1,mcc
g384_ov192,384 px / 50 %,384,0.5,10,2,3,837,0.44205495818399043,0.8644859813084113,0.5849802371541502,0.3525411236271186
g384_ov192,384 px / 50 %,384,0.5,10,2,4,767,0.47979139504563234,0.8598130841121495,0.6158995815899582,0.3806727780521374
g384_ov192,384 px / 50 %,384,0.5,10,2,5,712,0.5126404494382022,0.852803738317757,0.6403508771929823,0.38163658071620227
g384_ov192,384 px / 50 %,384,0.5,10,2,6,674,0.5370919881305638,0.8457943925233645,0.6569872958257713,0.3910517892208135
g384_ov192,384 px / 50 %,384,0.5,10,2,7,638,0.5642633228840125,0.8411214953271028,0.6754221388367729,0.4007645327116815
g384_ov192,384 px / 50 %,384,0.5,10,2,8,596,0.5889261744966443,0.8200934579439252,0.685546875,0.41934789846809356
g384_ov192,384 px / 50 %,384,0.5,10,2,9,540,0.6314814814814815,0.7967289719626168,0.7045454545454547,0.4764331095260096
g384_ov192,384 px / 50 %,384,0.5,10,2,10,488,0.6762295081967213,0.7710280373831776,0.7205240174672489,0.4908578802682087
g384_ov192,384 px / 50 %,384,0.5,10,3,1,494,0.5850202429149798,0.6752336448598131,0.6268980477223427,0.3915852848287847
g384_ov192,384 px / 50 %,384,0.5,10,3,2,434,0.6497695852534562,0.6588785046728972,0.6542923433874711,0.4387968490683952
g384_ov192,384 px / 50 %,384,0.5,10,3,3,399,0.6892230576441103,0.6425233644859814,0.6650544135429263,0.4481266895435935
g384_ov192,384 px / 50 %,384,0.5,10,3,4,378,0.7116402116402116,0.6285046728971962,0.6674937965260547,0.45872293707937056
g384_ov192,384 px / 50 %,384,0.5,10,3,5,352,0.75,0.616822429906542,0.676923076923077,0.46617276716213807
g384_ov192,384 px / 50 %,384,0.5,10,3,6,338,0.7662721893491125,0.6051401869158879,0.6762402088772846,0.4821657476124712
g384_ov192,384 px / 50 %,384,0.5,10,3,7,317,0.807570977917981,0.5981308411214953,0.687248322147651,0.5072103077731405
g384_ov192,384 px / 50 %,384,0.5,10,3,8,292,0.8321917808219178,0.5677570093457944,0.675,0.5216898601483398
g384_ov192,384 px / 50 %,384,0.5,10,3,9,275,0.8581818181818182,0.5514018691588785,0.6714082503556188,0.5538813901640486
g384_ov192,384 px / 50 %,384,0.5,10,3,10,251,0.8844621513944223,0.5186915887850467,0.6539027982326951,0.5423298752215515
