temperature,pool_size,threshold,f1,precision,recall,f1_ci_lo,f1_ci_hi,p_ci_lo,p_ci_hi,r_ci_lo,r_ci_hi,n_detections
T0.3,30,11,0.6946,0.5845,0.8557,0.5367,0.7671,0.4335,0.7135,0.6615,0.876,142
T0.3,30,12,0.7004,0.5929,0.8557,0.5435,0.7719,0.4385,0.7254,0.6615,0.876,140
T0.3,30,13,0.7004,0.5929,0.8557,0.5435,0.7719,0.4385,0.7254,0.6615,0.876,140
T0.3,30,14,0.6949,0.5899,0.8454,0.5352,0.7697,0.4341,0.7234,0.6557,0.864,139
T0.3,30,15,0.7009,0.5985,0.8454,0.5398,0.7742,0.4444,0.7322,0.6557,0.864,137
T0.3,30,16,0.7043,0.609,0.8351,0.541,0.78,0.4495,0.7408,0.6422,0.8605,133
T0.3,30,17,0.7168,0.6279,0.8351,0.5542,0.7897,0.4712,0.7603,0.6422,0.8605,129
T0.3,30,18,0.7143,0.6299,0.8247,0.5543,0.7884,0.4672,0.7604,0.6353,0.8516,127
T0.3,30,19,0.7207,0.64,0.8247,0.5607,0.7891,0.4762,0.771,0.6353,0.8516,125
T0.3,30,20,0.724,0.6452,0.8247,0.5684,0.7917,0.4811,0.7718,0.6353,0.8516,124
T0.3,30,21,0.7273,0.6504,0.8247,0.5714,0.7932,0.4904,0.7769,0.6353,0.8516,123
T0.3,30,22,0.7306,0.6557,0.8247,0.5745,0.7967,0.4948,0.7852,0.6353,0.8516,122
T0.3,30,23,0.7306,0.6557,0.8247,0.5745,0.7967,0.4948,0.7852,0.6353,0.8516,122
T0.3,30,24,0.7306,0.6557,0.8247,0.5745,0.7967,0.4948,0.7852,0.6353,0.8516,122
T0.3,30,25,0.7315,0.6639,0.8144,0.5684,0.8015,0.5,0.7953,0.6154,0.8438,119
T0.3,30,26,0.7324,0.6724,0.8041,0.5761,0.797,0.518,0.7953,0.6133,0.8348,116
T0.3,30,27,0.7299,0.6754,0.7938,0.5733,0.7932,0.5227,0.7949,0.6015,0.8261,114
T0.3,30,28,0.7212,0.6757,0.7732,0.5641,0.7839,0.5217,0.7941,0.5783,0.8089,111
T0.3,30,29,0.71,0.6893,0.732,0.5517,0.7699,0.5326,0.803,0.5463,0.7731,103
T0.3,30,30,0.709,0.7283,0.6907,0.5625,0.7623,0.5753,0.8362,0.519,0.729,92
T0.7,5,1,0.4783,0.3247,0.9072,0.3209,0.6136,0.2026,0.4791,0.7386,0.9052,271
T0.7,5,2,0.626,0.497,0.8454,0.4663,0.717,0.3544,0.6316,0.6448,0.8705,165
T0.7,5,3,0.6667,0.5693,0.8041,0.5072,0.7459,0.4135,0.7049,0.6164,0.8296,137
T0.7,5,4,0.6825,0.6316,0.7423,0.5091,0.7593,0.4634,0.7652,0.5529,0.7886,114
T0.7,5,5,0.7083,0.7158,0.701,0.5503,0.7684,0.5652,0.8235,0.5176,0.7479,95
T0.7,10,1,0.445,0.2917,0.9381,0.2976,0.5739,0.1813,0.4275,0.7745,0.9252,312
T0.7,10,2,0.5886,0.4356,0.9072,0.429,0.6861,0.3011,0.5714,0.7315,0.9052,202
T0.7,10,3,0.6296,0.4913,0.8763,0.4682,0.7161,0.3473,0.623,0.7042,0.8785,173
T0.7,10,4,0.6749,0.5616,0.8454,0.511,0.764,0.4055,0.7055,0.6535,0.8682,146
T0.7,10,5,0.6897,0.5926,0.8247,0.5314,0.7624,0.4365,0.7262,0.6393,0.8462,135
T0.7,10,6,0.7027,0.624,0.8041,0.5531,0.7658,0.471,0.7538,0.6267,0.8209,125
T0.7,10,7,0.7064,0.6364,0.7938,0.5517,0.7711,0.4778,0.7668,0.6136,0.814,121
T0.7,10,8,0.7184,0.6789,0.7629,0.5628,0.7797,0.5306,0.7949,0.5789,0.7959,109
T0.7,10,9,0.7143,0.7071,0.7216,0.5578,0.7735,0.5542,0.8158,0.5375,0.7619,99
T0.7,10,10,0.7079,0.7778,0.6495,0.5564,0.756,0.6329,0.8772,0.4747,0.6923,81
T0.7,30,1,0.3525,0.2165,0.9485,0.2254,0.4779,0.1319,0.3281,0.7857,0.93,425
T0.7,30,2,0.4919,0.3333,0.9381,0.3469,0.6068,0.2222,0.4616,0.7745,0.9252,273
T0.7,30,3,0.5625,0.4036,0.9278,0.4066,0.6667,0.2759,0.541,0.7647,0.9155,223
T0.7,30,4,0.5906,0.4378,0.9072,0.4357,0.6877,0.3028,0.5722,0.7308,0.907,201
T0.7,30,5,0.6014,0.455,0.8866,0.4417,0.7044,0.3161,0.6022,0.6932,0.9009,189
T0.7,30,6,0.6347,0.4943,0.8866,0.4766,0.7261,0.3563,0.634,0.6932,0.9009,174
T0.7,30,7,0.6513,0.5183,0.8763,0.4942,0.7405,0.3741,0.657,0.6914,0.8873,164
T0.7,30,8,0.6588,0.5316,0.866,0.502,0.746,0.3863,0.6782,0.6764,0.8851,158
T0.7,30,9,0.6747,0.5526,0.866,0.5169,0.7616,0.4052,0.6943,0.6764,0.8851,152
T0.7,30,10,0.6857,0.5676,0.866,0.5263,0.7681,0.4161,0.7063,0.6764,0.8851,148
T0.7,30,11,0.6971,0.5833,0.866,0.5398,0.774,0.4295,0.7204,0.6764,0.8851,144
T0.7,30,12,0.7,0.5874,0.866,0.5438,0.7762,0.4327,0.7235,0.6764,0.8851,143
T0.7,30,13,0.7029,0.5915,0.866,0.5463,0.7778,0.438,0.7287,0.6764,0.8851,142
T0.7,30,14,0.7119,0.6043,0.866,0.5586,0.7821,0.4497,0.7358,0.6764,0.8851,139
T0.7,30,15,0.71,0.6119,0.8454,0.5567,0.7789,0.4629,0.7483,0.6557,0.8616,134
T0.7,30,16,0.6991,0.6124,0.8144,0.5516,0.7682,0.4622,0.7517,0.6349,0.8321,129
T0.7,30,17,0.7054,0.622,0.8144,0.5583,0.7717,0.4666,0.7568,0.6349,0.8321,127
T0.7,30,18,0.7054,0.622,0.8144,0.5583,0.7717,0.4666,0.7568,0.6349,0.8321,127
T0.7,30,19,0.7248,0.6529,0.8144,0.5748,0.7854,0.5,0.7842,0.6349,0.8321,121
T0.7,30,20,0.723,0.6638,0.7938,0.575,0.7838,0.5109,0.7914,0.6111,0.8202,116
T0.7,30,21,0.7333,0.6814,0.7938,0.5846,0.7913,0.5319,0.8042,0.6111,0.8202,113
T0.7,30,22,0.7343,0.6909,0.7835,0.5838,0.7913,0.5395,0.8158,0.6054,0.8125,110
T0.7,30,23,0.7415,0.7037,0.7835,0.5952,0.7955,0.5597,0.8204,0.6054,0.8125,108
T0.7,30,24,0.7353,0.7009,0.7732,0.5889,0.7897,0.5534,0.8182,0.5873,0.8049,107
T0.7,30,25,0.7327,0.7048,0.7629,0.5862,0.7917,0.5526,0.8204,0.5795,0.8,105
T0.7,30,26,0.73,0.7087,0.7526,0.5826,0.7869,0.5625,0.8182,0.5714,0.7873,103
T0.7,30,27,0.7179,0.7143,0.7216,0.563,0.7795,0.566,0.8257,0.5349,0.7664,98
T0.7,30,28,0.7027,0.7386,0.6701,0.5479,0.7637,0.5853,0.8421,0.4875,0.7239,88
T0.7,30,29,0.6705,0.7468,0.6082,0.5234,0.7234,0.5967,0.8556,0.4436,0.6531,79
T0.7,30,30,0.6125,0.7778,0.5052,0.4715,0.6559,0.6279,0.8871,0.3645,0.5461,63
T1.0,5,1,0.4816,0.332,0.8763,0.3448,0.5902,0.2227,0.4535,0.6947,0.8908,256
T1.0,5,2,0.6508,0.529,0.8454,0.4953,0.7389,0.3795,0.6667,0.6486,0.8661,155
T1.0,5,3,0.6991,0.6124,0.8144,0.5368,0.7782,0.4476,0.7456,0.6117,0.8488,129
T1.0,5,4,0.7129,0.6857,0.7423,0.5526,0.7837,0.525,0.8149,0.5467,0.7873,105
T1.0,5,5,0.6628,0.76,0.5876,0.4943,0.7295,0.5833,0.8778,0.402,0.6577,75
T1.0,10,1,0.4208,0.273,0.9175,0.2857,0.5396,0.176,0.3913,0.7442,0.9138,326
T1.0,10,2,0.587,0.4388,0.8866,0.4344,0.6795,0.3077,0.5722,0.7194,0.8824,196
T1.0,10,3,0.6212,0.491,0.8454,0.47,0.7113,0.3509,0.6243,0.6569,0.8629,167
T1.0,10,4,0.6667,0.5594,0.8247,0.5079,0.7482,0.4016,0.6959,0.6306,0.8488,143
T1.0,10,5,0.6957,0.6015,0.8247,0.5333,0.7719,0.4453,0.7314,0.6306,0.8488,133
T1.0,10,6,0.6941,0.623,0.7835,0.5306,0.7681,0.4576,0.7521,0.5866,0.8182,122
T1.0,10,7,0.7048,0.6549,0.7629,0.5422,0.7751,0.4948,0.78,0.5643,0.8049,113
T1.0,10,8,0.7208,0.71,0.732,0.5681,0.7815,0.5555,0.8261,0.5461,0.7802,100
T1.0,10,9,0.6995,0.7442,0.6598,0.5442,0.7614,0.5949,0.8485,0.4827,0.7135,86
T1.0,10,10,0.6087,0.7656,0.5052,0.4399,0.6834,0.5952,0.8816,0.3293,0.581,64
T1.0,30,1,0.2907,0.172,0.9381,0.1913,0.3971,0.1084,0.2543,0.7678,0.9296,529
T1.0,30,2,0.4369,0.2857,0.9278,0.3085,0.5443,0.1905,0.3932,0.76,0.92,315
T1.0,30,3,0.5146,0.3592,0.9072,0.3625,0.6324,0.2379,0.4978,0.7283,0.9063,245
T1.0,30,4,0.5659,0.4112,0.9072,0.4071,0.6727,0.2805,0.5476,0.7283,0.9063,214
T1.0,30,5,0.5946,0.4422,0.9072,0.4341,0.6949,0.3073,0.5729,0.7283,0.9063,199
T1.0,30,6,0.6121,0.4674,0.8866,0.4568,0.7014,0.3313,0.599,0.7194,0.8824,184
T1.0,30,7,0.6347,0.4943,0.8866,0.4743,0.7212,0.3522,0.6272,0.7194,0.8824,174
T1.0,30,8,0.6464,0.512,0.8763,0.4857,0.7285,0.3636,0.6454,0.7086,0.874,166
T1.0,30,9,0.6508,0.529,0.8454,0.4876,0.7396,0.3781,0.6646,0.6619,0.8621,155
T1.0,30,10,0.6504,0.5369,0.8247,0.4843,0.7407,0.3803,0.6776,0.63,0.8542,149
T1.0,30,11,0.6612,0.5517,0.8247,0.4973,0.75,0.3893,0.6892,0.63,0.8542,145
T1.0,30,12,0.6723,0.5674,0.8247,0.5112,0.7553,0.4081,0.6981,0.63,0.8542,141
T1.0,30,13,0.6809,0.5797,0.8247,0.5174,0.7601,0.416,0.7125,0.63,0.8542,138
T1.0,30,14,0.6987,0.6061,0.8247,0.5322,0.777,0.436,0.7376,0.63,0.8542,132
T1.0,30,15,0.7048,0.6154,0.8247,0.5408,0.7792,0.4444,0.7452,0.63,0.8542,130
T1.0,30,16,0.7111,0.625,0.8247,0.5463,0.7855,0.4571,0.754,0.63,0.8542,128
T1.0,30,17,0.7149,0.6371,0.8144,0.5488,0.7884,0.4706,0.7677,0.621,0.8415,124
T1.0,30,18,0.713,0.6471,0.7938,0.5535,0.783,0.4859,0.7737,0.6065,0.8227,119
T1.0,30,19,0.723,0.6638,0.7938,0.5641,0.7877,0.5055,0.7852,0.6065,0.8227,116
T1.0,30,20,0.7333,0.6814,0.7938,0.5786,0.7985,0.5227,0.8044,0.6065,0.8227,113
T1.0,30,21,0.7512,0.713,0.7938,0.5989,0.8081,0.5625,0.8261,0.6065,0.8227,108
T1.0,30,22,0.7525,0.7238,0.7835,0.6,0.808,0.5753,0.8374,0.5901,0.813,105
T1.0,30,23,0.75,0.7282,0.7732,0.6,0.8054,0.5797,0.8435,0.5865,0.8036,103
T1.0,30,24,0.7423,0.7423,0.7423,0.5909,0.7928,0.5809,0.855,0.5638,0.7686,97
T1.0,30,25,0.7027,0.7386,0.6701,0.5405,0.7664,0.5744,0.8532,0.4894,0.7231,88
T1.0,30,26,0.7,0.759,0.6495,0.5405,0.7635,0.6052,0.8686,0.4692,0.7105,83
T1.0,30,27,0.7045,0.7848,0.6392,0.5426,0.7644,0.6333,0.8907,0.4587,0.7018,79
T1.0,30,28,0.6627,0.7971,0.567,0.5061,0.721,0.6428,0.9,0.3976,0.6271,69
T1.0,30,29,0.5658,0.7818,0.4433,0.3971,0.6415,0.6111,0.9048,0.2857,0.5214,55
T1.0,30,30,0.4892,0.8095,0.3505,0.3233,0.5778,0.6499,0.9286,0.2072,0.4409,42
