temperature,pool_size,threshold,f1,precision,recall,f1_ci_lo,f1_ci_hi,p_ci_lo,p_ci_hi,r_ci_lo,r_ci_hi,n_detections
T0.7,30,11,0.5776,0.4963,0.6907,0.4285,0.6475,0.3627,0.5916,0.4929,0.747,135
T0.7,30,12,0.5919,0.5238,0.6804,0.4351,0.6667,0.386,0.6268,0.4856,0.7385,126
T0.7,30,13,0.6111,0.5546,0.6804,0.4508,0.687,0.4124,0.6643,0.4856,0.7385,119
T0.7,30,14,0.6377,0.6,0.6804,0.4705,0.7182,0.4516,0.713,0.4856,0.7385,110
T0.7,30,15,0.6373,0.6075,0.6701,0.472,0.7186,0.4545,0.7209,0.4747,0.732,107
T0.7,30,16,0.6332,0.6176,0.6495,0.4705,0.7127,0.4681,0.7328,0.4636,0.7154,102
T0.7,30,17,0.6289,0.6289,0.6289,0.4706,0.702,0.4828,0.7397,0.4507,0.6891,97
T0.7,30,18,0.6138,0.6304,0.5979,0.4583,0.6842,0.4853,0.7477,0.4299,0.6563,92
T0.7,30,19,0.5902,0.6279,0.5567,0.4316,0.6638,0.4745,0.7474,0.3896,0.6143,86
T0.7,30,20,0.581,0.6341,0.5361,0.4238,0.6529,0.4868,0.7501,0.3704,0.5942,82
T0.7,30,21,0.5763,0.6375,0.5258,0.4246,0.6454,0.4893,0.7579,0.3688,0.5849,80
T0.7,30,22,0.5747,0.6494,0.5155,0.4276,0.6392,0.507,0.7681,0.3636,0.5682,77
T0.7,30,23,0.5765,0.6712,0.5052,0.4324,0.6359,0.5283,0.7882,0.3571,0.5565,73
T0.7,30,24,0.5697,0.6912,0.4845,0.4242,0.6326,0.5385,0.8125,0.3375,0.5352,68
T0.7,30,25,0.5679,0.7077,0.4742,0.4285,0.6237,0.5556,0.8215,0.3333,0.5204,65
T0.7,30,26,0.5605,0.7333,0.4536,0.4294,0.6114,0.5957,0.8382,0.3256,0.5,60
T0.7,30,27,0.5333,0.7547,0.4124,0.4091,0.5786,0.6154,0.8621,0.2976,0.453,53
T0.7,30,28,0.5205,0.7755,0.3918,0.3881,0.5679,0.6428,0.8814,0.2738,0.4328,49
T0.7,30,29,0.4265,0.7436,0.299,0.2941,0.4849,0.6,0.8667,0.192,0.3495,39
T0.7,30,30,0.378,0.8,0.2474,0.2547,0.4462,0.6562,0.9286,0.1538,0.3056,30
T1.0,5,1,0.3496,0.2329,0.701,0.2554,0.415,0.1643,0.2973,0.5363,0.7408,292
T1.0,5,2,0.512,0.4183,0.6598,0.3809,0.5911,0.3071,0.5211,0.49,0.7044,153
T1.0,5,3,0.5769,0.5405,0.6186,0.4578,0.6364,0.4321,0.6422,0.4737,0.6579,111
T1.0,5,4,0.5287,0.5974,0.4742,0.3952,0.5962,0.459,0.7143,0.3409,0.5273,77
T1.0,5,5,0.4336,0.6739,0.3196,0.2973,0.5202,0.5128,0.8085,0.2062,0.3944,46
T1.0,10,1,0.2879,0.1763,0.7835,0.2134,0.3488,0.1278,0.2267,0.6032,0.8182,431
T1.0,10,2,0.4331,0.3134,0.701,0.3147,0.5116,0.2228,0.3958,0.5,0.7661,217
T1.0,10,3,0.4865,0.3889,0.6495,0.3611,0.5708,0.2877,0.4885,0.4713,0.7009,162
T1.0,10,4,0.5286,0.4615,0.6186,0.3965,0.6065,0.3488,0.5647,0.4516,0.6704,130
T1.0,10,5,0.5366,0.5093,0.567,0.4091,0.61,0.3958,0.6172,0.411,0.6231,108
T1.0,10,6,0.5445,0.5532,0.5361,0.4046,0.621,0.4225,0.6635,0.3846,0.5946,94
T1.0,10,7,0.5233,0.6,0.4639,0.3749,0.6024,0.4386,0.7317,0.3195,0.5318,75
T1.0,10,8,0.4969,0.625,0.4124,0.3424,0.5787,0.453,0.7639,0.2688,0.4846,64
T1.0,10,9,0.4539,0.7273,0.3299,0.3077,0.5397,0.5625,0.86,0.2072,0.4046,44
T1.0,10,10,0.3306,0.8333,0.2062,0.2055,0.4144,0.6538,0.9655,0.1207,0.2719,24
T1.0,30,1,0.2046,0.1168,0.8247,0.1442,0.2591,0.0808,0.1549,0.6447,0.8545,685
T1.0,30,2,0.3277,0.2058,0.8041,0.2432,0.3905,0.15,0.2614,0.6184,0.8361,379
T1.0,30,3,0.4064,0.2744,0.7835,0.3049,0.4733,0.2008,0.3435,0.5999,0.8182,277
T1.0,30,4,0.4384,0.3093,0.7526,0.332,0.5027,0.2288,0.3805,0.5667,0.7967,236
T1.0,30,5,0.4768,0.3512,0.7423,0.3664,0.5389,0.2628,0.4251,0.56,0.7871,205
T1.0,30,6,0.5088,0.3871,0.7423,0.3923,0.5683,0.2908,0.4634,0.56,0.7871,186
T1.0,30,7,0.5231,0.4172,0.701,0.3947,0.5909,0.3128,0.5026,0.5199,0.7501,163
T1.0,30,8,0.544,0.4444,0.701,0.4098,0.6137,0.3306,0.5353,0.5199,0.7501,153
T1.0,30,9,0.5439,0.4577,0.6701,0.413,0.6185,0.3391,0.5541,0.4929,0.7298,142
T1.0,30,10,0.5628,0.4851,0.6701,0.4329,0.6316,0.375,0.5734,0.4929,0.7298,134
T1.0,30,11,0.5575,0.4884,0.6495,0.4229,0.6286,0.3761,0.5775,0.4659,0.708,129
T1.0,30,12,0.5794,0.5299,0.6392,0.4404,0.6555,0.4082,0.6329,0.4615,0.6975,117
T1.0,30,13,0.5742,0.5357,0.6186,0.4337,0.6417,0.4148,0.6364,0.4505,0.6667,112
T1.0,30,14,0.5672,0.5481,0.5876,0.421,0.6385,0.4165,0.6606,0.4141,0.6463,104
T1.0,30,15,0.5714,0.5657,0.5773,0.4261,0.6441,0.4333,0.6755,0.4107,0.6356,99
T1.0,30,16,0.5503,0.5652,0.5361,0.4105,0.6182,0.4302,0.6757,0.381,0.5909,92
T1.0,30,17,0.5297,0.5568,0.5052,0.3947,0.5939,0.4261,0.6667,0.3571,0.5593,88
T1.0,30,18,0.5304,0.5714,0.4948,0.3921,0.599,0.4333,0.6875,0.3513,0.5488,84
T1.0,30,19,0.5333,0.5783,0.4948,0.3956,0.6021,0.4406,0.6948,0.3513,0.5488,83
T1.0,30,20,0.5251,0.5732,0.4845,0.385,0.5991,0.4348,0.69,0.3376,0.5417,82
T1.0,30,21,0.5176,0.6027,0.4536,0.3688,0.5979,0.452,0.7314,0.3067,0.5124,73
T1.0,30,22,0.5212,0.6324,0.4433,0.3636,0.6012,0.4655,0.7647,0.2966,0.5089,68
T1.0,30,23,0.5125,0.6508,0.4227,0.3587,0.5933,0.4762,0.7867,0.2783,0.4907,63
T1.0,30,24,0.5065,0.6842,0.4021,0.3538,0.5778,0.525,0.8143,0.2589,0.4667,57
T1.0,30,25,0.4966,0.7115,0.3814,0.3354,0.5769,0.547,0.8361,0.2391,0.4522,52
T1.0,30,26,0.4789,0.7556,0.3505,0.3212,0.5562,0.5854,0.881,0.219,0.4144,45
T1.0,30,27,0.438,0.75,0.3093,0.2979,0.5091,0.5937,0.8914,0.1964,0.3663,40
T1.0,30,28,0.3876,0.7812,0.2577,0.26,0.4584,0.64,0.9118,0.1604,0.32,32
T1.0,30,29,0.3279,0.8,0.2062,0.2069,0.4037,0.6427,0.9501,0.1204,0.2692,25
T1.0,30,30,0.2586,0.7895,0.1546,0.1408,0.3407,0.5882,0.9545,0.0791,0.2128,19
