temperature,pool_size,threshold,f1,precision,recall,f1_ci_lo,f1_ci_hi,p_ci_lo,p_ci_hi,r_ci_lo,r_ci_hi,n_detections
T0.3,30,29,0.6483,0.7221,0.5881,0.6034,0.6899,0.6738,0.7653,0.5354,0.6458,439
T0.3,30,30,0.6139,0.7389,0.525,0.5658,0.6609,0.6907,0.7815,0.4716,0.5843,383
T0.7,5,1,0.4546,0.3206,0.7811,0.4106,0.4947,0.2813,0.3575,0.7312,0.8265,1313
T0.7,5,2,0.5915,0.495,0.7347,0.5453,0.6304,0.4486,0.534,0.6794,0.7863,800
T0.7,5,3,0.6467,0.6013,0.6994,0.5983,0.6867,0.5504,0.6442,0.6437,0.7533,627
T0.7,5,4,0.6577,0.6826,0.6345,0.6109,0.6978,0.6317,0.7236,0.5807,0.6889,501
T0.7,5,5,0.6272,0.7481,0.5399,0.5791,0.6721,0.6992,0.794,0.4846,0.5945,389
T0.7,10,1,0.3918,0.2576,0.8182,0.3508,0.4288,0.2237,0.2881,0.7715,0.859,1712
T0.7,10,2,0.52,0.3893,0.7829,0.4772,0.5568,0.3487,0.4259,0.7328,0.8295,1084
T0.7,10,3,0.5842,0.4771,0.7532,0.5408,0.6208,0.4311,0.5143,0.7019,0.8011,851
T0.7,10,4,0.6271,0.547,0.7347,0.5814,0.6662,0.4977,0.5866,0.6808,0.7854,724
T0.7,10,5,0.6553,0.6041,0.7161,0.6087,0.6941,0.5525,0.6451,0.6614,0.7681,639
T0.7,10,6,0.6685,0.6497,0.6883,0.6217,0.7099,0.599,0.6904,0.6315,0.741,571
T0.7,10,7,0.6692,0.6882,0.6512,0.6213,0.7125,0.6396,0.7301,0.5962,0.7048,510
T0.7,10,8,0.6627,0.7171,0.616,0.6168,0.7051,0.6675,0.7606,0.5613,0.6701,463
T0.7,10,9,0.643,0.7647,0.5547,0.5954,0.6891,0.7155,0.8086,0.5009,0.6122,391
T0.7,10,10,0.5848,0.7911,0.4638,0.5323,0.6357,0.741,0.8371,0.4085,0.5243,316
T0.7,30,1,0.2908,0.1755,0.8479,0.2558,0.3247,0.1514,0.2002,0.8068,0.8838,2604
T0.7,30,2,0.4084,0.2711,0.8275,0.3693,0.4449,0.24,0.3022,0.7837,0.8673,1645
T0.7,30,3,0.4762,0.3361,0.8163,0.434,0.5126,0.2994,0.3701,0.7711,0.8571,1309
T0.7,30,4,0.5154,0.379,0.8052,0.4748,0.5514,0.3397,0.4144,0.7574,0.8484,1145
T0.7,30,5,0.5439,0.4142,0.7922,0.5024,0.5797,0.3737,0.4499,0.7417,0.8382,1031
T0.7,30,6,0.5672,0.4447,0.7829,0.5231,0.6032,0.4019,0.4804,0.732,0.8307,949
T0.7,30,7,0.5908,0.4772,0.7755,0.5468,0.6291,0.4326,0.513,0.722,0.8257,876
T0.7,30,8,0.6034,0.4976,0.7662,0.5595,0.6401,0.4523,0.5342,0.7134,0.8163,830
T0.7,30,9,0.6223,0.5256,0.7625,0.5762,0.6591,0.4791,0.5622,0.7096,0.8132,782
T0.7,30,10,0.6314,0.5435,0.7532,0.586,0.6694,0.4954,0.5809,0.699,0.8042,747
T0.7,30,11,0.6385,0.5593,0.744,0.5933,0.676,0.5122,0.5974,0.6903,0.796,717
T0.7,30,12,0.652,0.5814,0.7421,0.6065,0.6896,0.5339,0.6197,0.6883,0.7946,688
T0.7,30,13,0.6684,0.6117,0.7365,0.6225,0.7058,0.5623,0.65,0.6829,0.7886,649
T0.7,30,14,0.6735,0.6272,0.7273,0.6264,0.713,0.5767,0.6667,0.6703,0.7808,625
T0.7,30,15,0.6725,0.6383,0.7106,0.6255,0.7119,0.5893,0.6795,0.6575,0.7628,600
T0.7,30,16,0.678,0.6529,0.705,0.632,0.716,0.6034,0.6938,0.6526,0.7578,582
T0.7,30,17,0.6782,0.6649,0.692,0.6346,0.7163,0.6145,0.7069,0.6419,0.7417,561
T0.7,30,18,0.6909,0.6935,0.6883,0.6493,0.7303,0.6443,0.7357,0.6365,0.7383,535
T0.7,30,19,0.6894,0.7041,0.6753,0.6463,0.7293,0.6546,0.746,0.6229,0.7257,517
T0.7,30,20,0.6789,0.7091,0.6512,0.6334,0.7186,0.6568,0.7513,0.5991,0.7008,495
T0.7,30,21,0.6817,0.722,0.6456,0.6374,0.7216,0.6733,0.764,0.5935,0.6968,482
T0.7,30,22,0.6733,0.7294,0.6252,0.6287,0.7144,0.6811,0.7717,0.572,0.6792,462
T0.7,30,23,0.6687,0.7366,0.6122,0.6234,0.7095,0.6887,0.7786,0.5585,0.6679,448
T0.7,30,24,0.6639,0.7442,0.5993,0.619,0.7061,0.6963,0.788,0.545,0.6545,434
T0.7,30,25,0.6513,0.7506,0.5751,0.6055,0.6958,0.7037,0.7941,0.5225,0.6312,413
T0.7,30,26,0.6371,0.7623,0.5473,0.5909,0.682,0.7154,0.8057,0.4943,0.6064,387
T0.7,30,27,0.6275,0.7796,0.525,0.5826,0.6736,0.7337,0.8219,0.4733,0.5827,363
T0.7,30,28,0.6078,0.7958,0.4917,0.5577,0.6576,0.7508,0.8394,0.4395,0.5541,333
T0.7,30,29,0.5531,0.7924,0.4249,0.5013,0.6095,0.7414,0.8383,0.3704,0.4868,289
T0.7,30,30,0.4897,0.8017,0.3525,0.4346,0.547,0.7489,0.8522,0.3016,0.4095,237
T1.0,5,1,0.4048,0.272,0.7904,0.367,0.4413,0.2409,0.303,0.7407,0.836,1566
T1.0,5,2,0.5636,0.4601,0.7273,0.5203,0.6034,0.4173,0.4994,0.6731,0.7806,852
T1.0,5,3,0.6306,0.6034,0.6605,0.5832,0.6742,0.555,0.6466,0.6021,0.7217,590
T1.0,5,4,0.6396,0.7063,0.5844,0.5956,0.6842,0.6612,0.7484,0.5324,0.6402,446
T1.0,5,5,0.5365,0.7568,0.4156,0.4802,0.5917,0.7028,0.805,0.3588,0.4799,296
T1.0,10,1,0.336,0.211,0.8237,0.2998,0.3702,0.1844,0.2383,0.7815,0.8606,2104
T1.0,10,2,0.4971,0.3641,0.7829,0.4573,0.5348,0.327,0.3975,0.7336,0.8292,1159
T1.0,10,3,0.5704,0.4611,0.7477,0.5266,0.6071,0.4182,0.4988,0.6945,0.7984,874
T1.0,10,4,0.6025,0.521,0.7143,0.5547,0.6433,0.4727,0.5625,0.6566,0.7704,739
T1.0,10,5,0.6385,0.5968,0.6865,0.5931,0.6788,0.5485,0.6376,0.6311,0.7417,620
T1.0,10,6,0.6534,0.6654,0.6419,0.6052,0.6954,0.6134,0.7083,0.5844,0.7018,520
T1.0,10,7,0.6541,0.7021,0.6122,0.6056,0.6969,0.6495,0.7459,0.5545,0.6723,470
T1.0,10,8,0.6513,0.7476,0.577,0.6036,0.6941,0.6995,0.7923,0.5188,0.6344,416
T1.0,10,9,0.5984,0.7735,0.4879,0.5437,0.6458,0.7235,0.817,0.4286,0.5467,340
T1.0,10,10,0.4491,0.7798,0.3154,0.3864,0.5106,0.7156,0.8348,0.2588,0.3743,218
T1.0,30,1,0.2299,0.1328,0.8553,0.2001,0.2588,0.1138,0.1517,0.814,0.8889,3472
T1.0,30,2,0.3572,0.2269,0.8386,0.3229,0.3883,0.2003,0.2503,0.7967,0.8728,1992
T1.0,30,3,0.4316,0.2933,0.8163,0.3958,0.4641,0.2633,0.3217,0.7723,0.8561,1500
T1.0,30,4,0.4855,0.3475,0.8052,0.4468,0.5182,0.3132,0.3786,0.7578,0.8468,1249
T1.0,30,5,0.5279,0.394,0.7996,0.4878,0.562,0.3572,0.4272,0.7513,0.8439,1094
T1.0,30,6,0.5556,0.4306,0.7829,0.5149,0.5893,0.3923,0.4649,0.7318,0.8315,980
T1.0,30,7,0.5786,0.4641,0.7681,0.5359,0.6148,0.4214,0.4984,0.7168,0.8188,892
T1.0,30,8,0.5988,0.4969,0.7532,0.5533,0.638,0.45,0.5354,0.6976,0.8059,817
T1.0,30,9,0.613,0.5222,0.7421,0.5681,0.6526,0.4745,0.5629,0.6886,0.7953,766
T1.0,30,10,0.6268,0.5445,0.7384,0.582,0.6662,0.4969,0.5849,0.6831,0.7907,731
T1.0,30,11,0.6354,0.563,0.7291,0.5897,0.6751,0.5154,0.6049,0.6729,0.7837,698
T1.0,30,12,0.6433,0.5851,0.7143,0.5979,0.6828,0.538,0.6257,0.6574,0.7667,658
T1.0,30,13,0.6483,0.6042,0.6994,0.6034,0.6897,0.557,0.6442,0.6442,0.7528,624
T1.0,30,14,0.6549,0.6246,0.6883,0.6089,0.6986,0.5745,0.6657,0.6329,0.7441,594
T1.0,30,15,0.6673,0.6508,0.6846,0.6227,0.708,0.6015,0.692,0.6293,0.74,567
T1.0,30,16,0.6741,0.6728,0.6753,0.6285,0.7146,0.6241,0.7148,0.6195,0.7295,541
T1.0,30,17,0.6749,0.692,0.6586,0.6309,0.7143,0.6436,0.735,0.6036,0.7143,513
T1.0,30,18,0.6803,0.7166,0.6475,0.6359,0.7213,0.6683,0.7601,0.5912,0.7041,487
T1.0,30,19,0.6799,0.7298,0.6364,0.6351,0.7198,0.6824,0.7721,0.5826,0.692,470
T1.0,30,20,0.6714,0.7432,0.6122,0.6265,0.7128,0.6976,0.7874,0.555,0.6697,444
T1.0,30,21,0.6667,0.7541,0.5974,0.6229,0.7093,0.7066,0.7974,0.5406,0.6543,427
T1.0,30,22,0.6582,0.7628,0.5788,0.6124,0.7024,0.7155,0.8064,0.5245,0.6358,409
T1.0,30,23,0.6467,0.7613,0.5622,0.5995,0.6918,0.7128,0.8049,0.5048,0.6213,398
T1.0,30,24,0.6368,0.776,0.5399,0.5888,0.6812,0.7287,0.8173,0.4832,0.5992,375
T1.0,30,25,0.6074,0.7714,0.5009,0.559,0.6538,0.723,0.815,0.4449,0.5613,350
T1.0,30,26,0.5754,0.7785,0.4564,0.525,0.625,0.73,0.8239,0.403,0.5142,316
T1.0,30,27,0.5457,0.7943,0.4156,0.4907,0.5963,0.7447,0.8421,0.3597,0.4726,282
T1.0,30,28,0.478,0.7872,0.3432,0.4182,0.5357,0.7302,0.8407,0.2892,0.4019,235
T1.0,30,29,0.4297,0.791,0.295,0.3683,0.491,0.7316,0.8472,0.2424,0.3537,201
T1.0,30,30,0.3348,0.8028,0.2115,0.2742,0.3973,0.7311,0.8667,0.1661,0.2621,142
